,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
3134,18,17,2,3,0,0,0,1,0,0.0,2,4,0.0,0,0,0.0,0.0,1
3135,8,17,2,8,1,0,1,9,0,0.0,2,2,0.0,0,0,0.0,0.0,1
3136,44,61,3,7,1,0,0,1,0,0.0,2,30,0.0,0,4,0.0,0.0,1
3137,313,18,0,2,0,0,0,0,0,0.0,2,6,0.0,0,1,0.0,1.0,1
3138,1828,7219,1064,2089,358,72,126,757,59,36.0,430,534,20.0,54,95,31.0,134.0,1
3139,402,526,39,76,21,2,2,21,1,0.0,15,175,0.0,1,65,1.0,2.0,1
3140,7,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,1
3141,236,550,68,122,27,5,5,40,29,10.0,36,152,2.0,5,3,5.0,8.0,1
3142,25,62,3,14,3,0,2,8,1,0.0,7,9,0.0,0,1,1.0,9.0,1
3143,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3144,397,1337,150,327,65,5,47,162,1,0.0,110,248,9.0,11,3,8.0,44.0,1
3145,17,15,3,2,2,0,0,0,0,0.0,4,6,0.0,0,0,0.0,0.0,1
3146,188,542,63,148,28,5,5,67,17,4.0,67,135,4.0,1,0,2.0,18.0,1
3147,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3148,139,43,1,5,2,0,1,1,0,0.0,1,27,0.0,0,4,0.0,1.0,1
3149,646,2224,250,559,76,16,83,328,15,9.0,160,577,13.0,37,3,12.0,75.0,1
3150,722,305,15,39,11,2,2,22,2,0.0,6,171,0.0,1,20,2.0,1.0,1
3151,38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3152,540,1225,156,287,42,10,5,90,49,26.0,103,117,7.0,3,22,9.0,14.0,1
3153,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0
3154,18,31,2,5,0,0,0,2,0,0.0,2,10,0.0,0,4,0.0,0.0,1
3155,7,10,0,2,0,0,0,0,0,0.0,1,1,0.0,1,0,0.0,1.0,0
3156,661,2025,271,525,139,10,93,333,5,3.0,236,541,15.0,25,1,16.0,37.0,1
3157,801,3121,469,939,112,78,23,307,64,63.5,230,126,0.0,17,155,0.0,0.0,1
3158,1140,3829,448,984,193,3,43,372,6,13.0,297,219,7.0,14,44,34.0,128.0,0
3159,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3160,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0
3161,355,759,80,194,39,6,10,87,5,2.0,76,132,2.0,4,8,12.0,10.0,1
3162,1161,3630,511,891,197,25,137,588,50,10.0,629,726,58.0,24,12,41.0,35.0,1
3163,303,605,57,120,23,6,4,69,1,1.5,65,157,0.0,2,23,0.0,0.0,0
3164,528,1288,205,333,57,13,33,150,59,23.0,185,268,3.0,4,9,19.0,24.0,1
3165,262,499,73,117,21,5,3,50,3,8.0,68,80,3.0,5,0,2.0,16.0,1
3166,1458,4017,510,1122,160,37,36,329,125,58.0,212,422,29.0,10,32,25.0,43.0,1
3167,19,58,10,17,1,0,0,2,1,0.0,1,7,0.0,0,5,0.0,1.0,0
3168,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3169,24,39,4,3,0,0,0,1,0,0.0,2,20,0.0,0,3,0.0,0.0,0
3170,10,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3171,1501,4427,552,1142,177,37,77,456,16,25.0,382,673,23.0,23,111,38.0,104.0,1
3172,30,21,3,8,1,0,0,2,0,0.0,1,11,0.0,0,1,0.0,0.0,0
3173,19,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,1
3174,114,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0,0.0,0.0,1
3175,38,53,5,13,2,0,1,5,0,0.0,7,13,2.0,2,0,1.0,2.0,0
3176,1206,4240,568,1189,220,10,160,683,7,16.0,685,558,88.0,28,2,55.0,97.0,0
3177,32,3,0,0,0,0,0,0,0,0.0,0,3,0.0,0,0,0.0,0.0,1
3178,166,453,56,110,21,10,7,50,13,7.0,20,83,1.0,1,7,4.0,7.0,1
3179,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3180,486,1512,168,358,77,2,38,204,9,8.0,153,385,12.0,7,7,19.0,40.0,1
3181,33,109,8,23,7,1,3,16,2,0.0,9,37,2.0,1,1,3.0,1.0,1
3182,25,59,6,15,3,1,1,6,1,1.0,6,13,0.0,0,0,0.0,1.0,0
3183,290,665,50,131,19,3,6,51,0,1.0,40,118,7.0,7,19,3.0,24.0,1
3184,29,10,0,2,0,0,0,0,0,0.0,0,0,0.0,0,1,0.0,1.0,0
3185,67,134,19,25,3,1,0,3,9,4.0,11,31,0.0,0,2,0.0,0.0,1
3186,242,543,48,141,12,5,1,43,7,10.0,57,73,1.0,2,6,3.0,6.0,1
3187,64,105,3,19,3,0,1,5,0,0.0,14,28,0.0,1,0,1.0,3.0,1
3188,2436,8673,1240,2380,424,30,350,1372,142,98.0,1194,1698,188.0,15,20,94.0,232.0,1
3189,12,22,3,3,0,0,0,3,2,0.0,0,4,0.0,0,2,0.0,2.0,0
3190,1296,4619,678,1099,216,5,283,743,19,11.0,513,1696,49.0,55,1,35.0,56.0,0
3191,148,444,43,102,12,2,2,43,2,0.0,35,56,0.0,2,12,0.0,11.0,0
3192,2,7,1,3,0,0,0,0,0,0.0,1,1,0.0,0,1,0.0,0.0,0
3193,449,813,70,165,17,0,11,81,1,0.5,28,176,0.0,0,63,0.0,19.0,1
3194,42,24,5,4,0,0,0,1,0,0.0,3,6,0.0,0,0,0.0,0.0,1
3195,7,13,1,1,0,0,0,0,0,0.0,0,3,0.0,1,0,0.0,0.0,0
3196,306,412,12,34,4,2,0,13,0,0.0,4,175,0.0,1,48,1.0,5.0,1
3197,3,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3198,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3199,403,1217,160,323,62,7,27,141,13,13.0,50,152,0.0,6,6,15.0,31.0,1
3200,213,422,31,85,10,1,0,30,0,1.0,24,36,0.0,0,30,0.0,0.0,0
3201,1626,5321,938,1430,239,26,282,934,349,66.0,740,1398,59.0,33,3,50.0,112.0,1
3202,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3203,1015,3719,510,965,177,13,190,603,28,11.0,370,613,78.0,55,6,39.0,80.0,1
3204,49,73,13,22,5,1,0,3,1,0.0,8,11,0.0,0,1,0.0,3.0,1
3205,327,1213,205,320,65,18,7,123,21,16.0,153,87,0.0,2,30,0.0,0.0,0
3206,667,2076,260,496,117,2,81,291,7,8.0,294,538,20.0,4,0,18.0,51.0,1
3207,164,609,110,143,32,10,0,65,19,14.0,73,69,0.0,7,42,0.0,0.0,0
3208,1082,3585,364,877,164,11,127,490,7,16.0,333,712,44.0,9,18,39.0,106.0,1
3209,49,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3210,71,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3211,67,106,6,19,1,0,1,9,3,2.0,9,34,0.0,1,0,1.0,3.0,1
3212,145,17,1,1,0,0,1,1,0,0.0,0,9,0.0,0,2,0.0,0.0,1
3213,67,165,17,32,6,0,5,12,1,1.0,14,49,0.0,1,0,1.0,6.0,0
3214,20,25,3,5,1,0,0,0,3,0.0,1,6,0.0,1,0,0.0,2.0,0
3215,21,70,8,15,3,0,0,5,0,0.0,8,12,0.0,0,0,0.0,0.0,1
3216,154,99,7,9,0,0,0,1,0,0.0,11,54,0.0,0,6,0.0,1.0,1
3217,48,75,9,16,0,1,1,6,1,0.0,4,20,0.0,0,1,0.0,2.0,1
3218,11,10,1,4,0,0,0,2,0,0.0,2,3,0.0,0,0,0.0,0.0,0
3219,107,6,0,0,0,0,0,0,0,0.0,0,6,0.0,0,0,0.0,0.0,1
3220,153,69,4,9,1,0,2,9,0,0.0,4,25,0.0,0,16,1.0,0.0,1
3221,775,2726,425,676,143,8,193,497,18,5.0,261,814,7.0,42,0,29.0,81.0,1
3222,575,1824,281,515,112,16,19,171,32,16.0,142,141,0.0,4,26,0.0,29.0,1
3223,21,33,3,4,1,0,0,2,0,0.0,0,15,0.0,0,4,0.0,0.0,1
3224,625,167,16,26,3,4,1,9,1,1.0,8,54,0.0,0,24,0.0,0.0,1
3225,963,2999,419,778,161,16,91,371,134,56.0,236,537,19.0,10,24,29.0,55.0,1
3226,413,661,88,149,27,3,6,57,15,11.0,58,128,2.0,3,10,4.0,12.0,1
3227,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3228,276,926,103,209,45,1,49,143,0,2.0,81,355,1.0,13,0,8.0,21.0,1
3229,32,1,1,0,0,0,0,0,0,0.0,1,1,0.0,0,0,0.0,0.0,1
3230,17,8,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0
3231,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3232,117,185,10,33,2,0,0,8,0,0.0,3,21,0.0,0,7,0.0,3.0,1
3233,481,6,0,0,0,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0.0,1
3234,612,1980,261,508,108,6,84,276,16,11.0,146,503,7.0,16,18,16.0,42.0,1
3235,1419,4219,633,1106,224,43,61,379,415,107.0,266,839,5.0,46,22,28.0,79.0,1
3236,7,6,0,1,1,0,0,0,0,0.0,0,5,0.0,1,1,0.0,0.0,1
3237,36,15,0,1,0,0,0,0,0,0.0,1,8,0.0,0,0,0.0,0.0,1
3238,295,853,96,199,44,6,10,79,9,9.0,56,160,4.0,10,9,3.0,12.0,1
3239,442,16,1,1,0,0,0,0,0,0.0,0,10,0.0,0,1,0.0,0.0,1
3240,25,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3241,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3242,1458,4255,388,1312,244,22,77,647,6,3.0,386,326,0.0,22,50,0.0,100.0,1
3243,3,4,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,1
3244,23,33,3,4,0,0,0,1,1,0.0,0,5,0.0,0,0,1.0,2.0,1
3245,89,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0
3246,5,6,0,1,0,0,0,0,0,0.0,0,2,0.0,0,0,0.0,1.0,0
3247,13,18,1,5,1,0,0,3,0,0.0,0,5,0.0,0,0,1.0,0.0,1
3248,42,90,7,21,0,1,1,6,0,0.0,10,19,0.0,0,3,0.0,2.0,0
3249,114,31,1,0,0,0,0,0,0,0.0,1,19,0.0,0,2,0.0,0.0,1
