retroID,BAOpp,ERA,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
newmj001,0.25,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0
newmj002,0.3243,7.1867,0,0,14,0,0,0,0,53,27,16,4,12,11,1,1,2,1,92,8,19,0,1,2
newmr101,0.2203,2.1567,3,3,45,0,0,0,4,191,53,21,6,24,46,1,3,0,0,261,24,21,4,1,1
newsb101,0.2652,4.0872,211,222,600,483,246,31,21,11278,3769,1664,206,1732,2082,0,60,61,7,16467,71,1908,0,0,0
newsd101,0.27,4.5433,35,33,85,74,36,4,0,1578,575,263,32,214,138,0,13,12,0,2334,5,296,0,0,0
ni--f001,0.2385,4.63,0,1,58,0,0,0,0,162,47,26,5,30,43,6,4,3,1,237,14,28,2,2,3
nicaj001,0.2453,3.9582,40,46,362,82,0,0,9,2157,764,371,82,258,667,28,20,22,4,3132,59,396,25,17,49
nichb001,0.714,36,0,0,1,0,0,0,0,3,5,4,0,0,0,0,0,0,0,8,1,4,0,1,0
nichc002,0.3236,5.49,1,4,92,0,0,0,1,336,144,65,16,31,78,3,7,4,0,508,20,71,5,6,9
nichc101,0.3783,10.1683,1,8,44,5,1,0,1,368,167,98,11,56,33,0,3,4,0,591,12,116,0,0,0
nichc102,0.2944,4.2411,34,36,189,71,23,4,10,1810,600,244,45,280,266,9,19,6,2,2622,53,286,0,0,0
nichd102,0.29,5.01,0,4,24,0,0,0,1,124,46,23,1,16,9,2,1,1,0,179,7,27,0,0,0
nichr002,0.3186,5.2129,11,31,100,48,6,1,1,1238,460,203,42,121,214,8,8,14,3,1791,14,234,14,13,24
nickd001,0.3083,7.055,1,0,20,0,0,0,0,62,32,18,3,15,10,0,0,2,0,112,11,20,0,1,2
nicoj001,0.2993,4.6867,10,13,50,33,0,0,0,604,234,104,24,60,86,8,3,7,0,876,6,111,12,10,27
niedd001,0.2842,9.082,17,18,52,41,3,1,0,725,262,136,26,105,146,9,8,5,3,1071,3,144,17,11,20
niedt001,0.2501,3.52,36,46,484,0,0,0,97,1959,601,239,60,226,474,67,14,13,1,2737,276,251,33,27,33
niehd101,0.26,3.6,1,2,19,3,0,0,2,120,42,16,0,16,12,0,1,1,0,173,10,21,0,0,0
niekj001,0.2624,4.0444,221,204,702,500,107,29,16,10752,3466,1431,276,1262,1747,71,172,65,8,15166,93,1620,106,96,200
niekp001,0.257,4.0985,318,274,864,716,245,45,29,16213,5044,2012,482,1809,3342,86,226,123,42,22677,83,2337,167,87,292
nielj001,0.2915,6.305,1,0,30,0,0,0,0,96,35,21,2,22,20,2,1,1,1,152,15,23,2,4,3
niels001,0.3598,7.655,9,11,38,18,3,3,2,428,178,87,26,51,47,3,3,3,0,634,9,94,2,2,23
niemj001,0.2496,4.106,40,26,97,92,4,3,0,1633,523,247,65,177,409,8,19,24,0,2306,3,264,11,11,46
niemj101,0.38,6,0,0,3,0,0,0,0,9,5,2,0,2,1,0,0,0,0,15,3,3,0,0,0
niemr001,0.2736,4.68,7,8,122,10,3,2,3,600,219,103,8,82,102,12,11,6,4,885,36,112,14,10,19
niesc101,0.14,4.5,0,0,2,0,0,0,0,6,1,1,1,1,5,0,0,0,0,8,1,1,0,0,0
niesj001,0.2829,5.088,69,68,211,197,3,2,0,3568,1279,538,131,367,914,15,36,41,0,5154,4,603,73,22,114
nievf001,0.2752,5.3975,8,11,99,19,0,0,0,557,177,95,34,84,143,8,5,5,0,806,22,97,9,5,18
nievj001,0.257,4.6267,32,25,94,81,8,5,1,1472,507,257,54,227,352,9,8,4,4,2159,4,289,7,14,41
niggj101,0.25,3.8664,64,69,184,161,81,12,0,3752,1111,447,60,516,620,0,34,34,0,5329,13,534,0,0,0
nippa001,0.2819,4.4,46,50,144,124,21,0,1,2393,846,401,97,303,381,9,23,33,4,3502,8,452,20,27,66
nippd001,0.2718,6.225,14,16,119,23,0,0,0,804,290,158,35,136,214,7,11,11,1,1218,24,163,7,7,20
nippm101,0.2,4.5,0,0,4,0,0,0,0,18,4,3,1,4,3,1,0,0,0,27,0,3,0,0,0
niscr101,0.27,4.68,5,8,88,1,0,0,6,346,124,54,12,48,58,5,3,1,0,511,40,65,0,0,0
nitco101,0.25,5.3,1,0,7,0,0,0,0,56,19,11,4,1,4,0,0,0,0,78,3,14,0,0,0
nitkc001,0.2885,5.4208,18,32,336,44,0,0,3,1437,519,286,57,263,347,21,20,36,7,2201,55,318,17,25,56
nix-j002,0.304,7.02,2,5,9,9,0,0,0,127,52,33,8,13,21,0,4,4,0,190,0,33,0,2,4
nixow101,0.27,4.6411,69,72,225,177,51,9,3,3702,1277,602,90,530,616,7,29,41,1,5391,21,674,0,0,0
noboj001,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1
noesh001,0.3216,9.4288,12,34,119,57,1,0,0,1269,463,259,72,160,303,11,21,9,4,1845,32,271,10,18,41
nogos001,0.387,10.8,0,1,7,0,0,0,0,20,12,8,2,2,6,0,0,0,0,34,6,8,0,1,0
nolaa001,0.2372,3.63,53,35,127,127,0,0,0,2314,669,299,83,235,826,12,10,28,1,3177,0,314,18,11,54
nolag101,0.2456,3.7009,110,70,250,247,45,14,0,5024,1505,573,146,413,1039,46,26,14,10,6836,1,623,40,27,24
nolar001,0.2791,4.6643,114,118,330,312,12,6,0,5663,2045,957,239,460,1513,45,52,56,5,8059,1,1023,83,63,142
noldd101,0.24,4.87,0,2,7,3,0,0,0,61,19,11,1,13,10,0,1,0,0,92,0,13,0,0,0
noled001,0.3155,7.7492,36,53,277,96,3,3,11,2581,909,436,66,338,455,27,23,35,16,3782,68,490,40,28,63
nolis001,0.4173,18.26,1,3,8,7,0,0,0,94,43,24,6,13,15,0,3,0,1,149,1,26,1,5,3
nolte001,0.305,6.928,5,8,26,19,1,0,0,312,115,65,14,58,69,3,7,2,3,481,4,70,4,5,5
nomoh001,0.2604,5.7146,123,109,323,318,16,9,0,5929,1768,932,251,908,1918,31,109,38,17,8462,2,993,94,50,98
nomut001,0.224,8.56,0,0,21,0,0,0,0,41,11,13,2,18,9,4,2,2,1,71,2,14,0,2,2
norbj001,0.2443,5.5733,4,3,78,0,0,0,1,236,61,35,8,51,65,3,4,2,1,341,16,36,2,4,4
nordw101,0.286,9,0,0,2,0,0,0,0,6,2,2,0,1,2,0,0,0,0,8,2,2,0,0,1
norij101,0.3665,6.935,0,0,13,0,0,0,0,77,37,21,1,13,10,1,2,2,0,126,5,23,2,1,0
normf101,0.2581,4.2784,104,103,403,268,56,15,8,5819,1790,784,188,815,1303,79,89,23,12,8279,42,864,102,54,107
norrb001,0.2625,4.7131,67,90,355,188,0,0,47,3664,1220,604,156,485,1153,25,50,56,4,5304,87,654,38,27,88
norrd002,0.2561,4.5429,15,30,97,82,0,0,0,1279,453,215,65,147,382,3,12,11,1,1853,4,232,9,16,26
norrm101,0.2265,3.766,58,59,201,157,52,7,0,3373,972,486,108,499,636,16,53,45,17,4797,16,542,44,38,76
nortj102,0.3,4.58,1,5,11,3,2,0,0,112,43,19,2,10,9,0,1,1,0,156,5,22,0,0,0
nortl101,0.2817,4.7517,21,15,166,24,8,0,13,1337,485,213,22,187,192,0,10,12,2,1948,75,258,0,0,0
nortp001,0.2412,5.5675,2,6,92,2,0,0,0,277,94,52,10,54,61,7,3,2,0,411,18,57,5,2,12
nortt101,0.252,2.78,0,1,21,0,0,0,0,97,31,10,1,14,22,0,1,1,0,139,7,14,1,0,0
norwj001,0.274,3.49,0,2,20,0,0,0,0,61,23,8,1,13,21,0,2,0,0,98,8,11,0,2,1
noser001,0.3065,10.605,1,3,5,4,0,0,0,37,14,14,3,19,7,1,1,0,0,66,0,15,0,1,4
nottd101,0.259,3.964,36,51,296,89,16,2,21,2785,902,377,69,283,525,29,21,18,1,3916,93,443,0,0,0
novai001,0.2827,4.6064,89,76,236,223,10,3,1,3986,1441,638,181,359,954,19,62,69,3,5690,9,684,29,35,149
novor001,0.2755,5.625,0,4,22,9,2,0,1,224,79,42,10,35,31,3,1,4,0,337,2,46,4,3,4
novor002,0.2783,4.7533,7,7,131,0,0,0,0,425,149,71,23,63,115,11,9,8,1,635,23,84,5,6,10
noyew101,0.355,6.595,1,5,11,7,3,0,0,165,76,36,1,15,24,0,0,1,0,241,3,39,0,0,0
nunea001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
nunee001,0.2793,4.9167,28,36,427,14,0,0,54,1957,666,304,74,280,508,38,23,19,10,2866,211,345,34,27,45
nunee002,0.25,9,0,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0
nunef001,0.273,8.355,1,3,13,0,0,0,0,47,16,13,1,11,16,0,2,3,0,76,0,14,1,2,3
nunej001,0.2463,4.285,9,10,77,22,0,0,0,593,188,111,20,111,171,15,9,1,4,870,23,118,20,8,15
nunej002,0.2113,5.6033,4,2,63,0,0,0,0,180,62,30,7,26,60,3,5,4,0,269,11,35,2,2,3
nunej003,0.37,9.53,0,0,7,0,0,0,0,17,10,6,1,2,3,0,2,0,0,29,4,6,0,0,0
nunel001,0.2596,4.3062,21,23,349,6,0,0,93,1166,382,185,50,133,314,14,13,17,2,1662,184,196,10,12,29
nunev001,0.2916,9.457,21,34,254,27,0,0,21,1326,430,237,55,199,327,19,22,13,3,1924,91,264,22,31,30
nunnh101,0.3033,5.5867,4,3,46,0,0,0,0,206,73,39,3,42,50,10,2,1,0,312,20,41,0,0,0
nunov001,0.2525,4.1262,8,21,155,42,0,0,0,1131,377,170,65,105,312,10,8,16,5,1595,38,179,4,17,21
nuxhj101,0.2747,7.9924,135,117,526,287,83,20,19,6908,2310,998,209,776,1372,44,45,70,7,9813,100,1093,0,0,0
nye-r001,0.446,17.625,0,2,5,2,0,0,0,39,23,14,3,9,10,0,0,2,0,71,2,14,1,2,1
nye-r101,0.2752,3.8017,26,31,113,63,16,1,4,1433,472,197,50,140,267,18,4,4,2,2016,15,222,1,3,0
nymaj101,0.2813,7.4967,6,7,30,19,3,2,0,331,104,56,9,57,69,2,2,0,1,483,3,62,1,1,0
oakst001,0.375,7.24,0,2,4,2,0,0,0,41,21,11,1,6,10,0,0,0,0,65,1,11,1,2,2
oanap101,0.17,3.045,3,2,13,1,0,0,1,136,37,19,4,26,18,0,0,2,0,197,8,23,0,0,0
oberb001,0.2854,4.998,14,23,82,44,2,1,1,972,365,157,41,87,220,1,5,6,3,1408,15,167,7,14,23
obers001,0.2458,3.984,18,8,259,0,0,0,7,772,238,110,26,101,234,8,18,12,1,1088,57,120,4,6,34
oberw001,0.313,6.886,11,22,80,48,1,1,0,946,379,204,42,141,166,9,14,18,0,1454,9,220,9,14,29
obrib103,0.263,3,2,2,14,4,1,1,0,126,42,14,4,13,15,1,5,1,2,177,5,18,2,1,0
obrid102,0.3605,6.34,1,3,13,2,0,0,0,87,43,19,1,11,17,2,0,2,1,141,5,22,2,3,0
obrie101,0.2733,5.23,1,0,5,1,1,0,0,49,16,6,3,4,11,0,0,1,0,68,2,6,0,0,0
obrij101,0.3167,10.4733,1,3,25,1,0,0,0,183,61,38,9,35,30,2,3,3,0,276,10,43,0,0,0
ockew101,0.2,3.38,0,0,2,0,0,0,0,8,2,1,1,2,1,0,1,0,0,12,1,1,0,0,0
oconb001,0.25,5.11,0,0,6,1,0,0,0,37,12,7,2,11,7,0,4,1,0,62,2,11,1,1,0
oconj001,0.2458,4.53,14,17,129,28,6,1,2,956,343,173,36,163,177,22,10,4,2,1426,37,187,15,11,36
oconm001,0.256,6.8333,4,10,35,21,0,0,0,362,112,71,18,59,71,5,10,8,0,532,2,76,8,5,9
odayd001,0.2209,2.6238,36,19,585,0,0,0,21,1681,422,159,58,153,578,22,3,45,2,2254,150,170,10,14,40
odeap101,0.365,7.79,0,0,4,0,0,0,0,19,9,4,0,8,0,0,0,0,1,35,2,4,0,0,0
odelb101,0.2429,3.1814,105,100,479,199,63,13,48,5451,1697,665,137,556,1133,66,30,42,5,7643,137,758,0,0,0
odent101,0.43,21.03,1,0,11,0,0,0,0,56,22,9,0,8,6,0,1,1,1,83,1,11,0,0,0
odomd101,0.26,5.27,0,3,22,3,1,0,2,164,54,32,3,30,17,0,1,4,0,238,13,32,0,0,0
odomj101,0.2703,5.2393,84,85,295,229,40,15,1,4527,1362,620,103,788,857,40,92,36,3,6528,21,708,49,24,39
odong101,0.31,4.53,3,9,21,10,3,0,1,262,105,44,4,21,8,0,2,2,0,373,6,50,0,0,0
odonj001,0.278,4.58,0,1,11,1,0,0,0,59,22,10,4,10,16,1,0,1,0,90,3,12,0,0,3
odonj101,0.2753,4.146,39,55,257,96,13,4,10,2253,780,340,78,260,377,27,18,13,1,3235,56,382,5,4,0
odorj001,0.2411,4.02,62,55,191,188,0,0,1,3086,918,444,137,355,983,7,18,28,2,4321,2,475,20,33,50
odoul101,0.315,4.33,1,1,34,1,0,0,0,233,104,42,2,49,19,0,2,5,0,372,26,71,0,0,0
oelkb001,0.319,6.675,3,8,45,12,0,0,1,310,126,69,20,57,46,2,4,6,0,485,9,72,3,3,13
oescj101,0.319,4.427,55,76,241,133,62,11,3,3582,1368,559,43,419,280,0,31,43,6,5208,68,657,0,0,0
oflae001,0.2838,5.8408,23,15,496,0,0,0,1,1249,407,171,28,153,318,27,21,25,1,1796,68,191,18,9,40
ogana001,0.2632,5.495,33,19,284,48,1,1,4,1513,442,196,53,186,408,12,27,20,3,2110,62,211,11,17,42
ogann001,0.2735,5.65,0,0,18,0,0,0,0,59,17,8,0,10,10,0,1,0,0,86,6,10,0,1,1
ogdec101,0.2717,3.9733,18,19,93,38,19,4,0,1133,378,159,13,186,88,0,7,18,1,1672,31,192,0,0,0
ogdej101,0.28,4.305,25,34,118,57,29,2,3,1560,562,246,39,178,143,0,6,1,2,2295,39,286,0,0,0
ogeac001,0.2747,5.0217,37,35,129,94,3,1,0,1898,672,343,93,214,369,11,14,23,5,2747,9,364,17,20,40
ograc001,0.259,5.395,2,2,21,6,0,0,0,120,40,21,6,22,38,1,0,1,1,177,2,21,2,1,3
ogroj101,0.6,54,0,0,1,0,0,0,0,3,6,6,0,3,0,0,0,0,0,13,0,8,0,0,0
oh--s001,0.248,4.112,16,13,232,0,0,0,42,677,204,83,29,56,252,13,9,9,0,939,88,91,5,9,9
ohkat001,0.2868,4.6083,51,68,202,178,5,1,0,3210,1182,506,140,302,590,27,35,34,2,4620,11,568,47,28,97
ohler001,0.2809,5.129,30,41,209,80,0,0,3,1760,620,314,90,222,444,12,26,28,3,2575,49,332,36,21,33
ohmaw001,0.2506,4.9318,12,16,483,0,0,0,3,1059,322,168,42,159,336,25,21,21,2,1544,97,175,10,7,22
ohmek001,0.2,0,0,0,2,0,0,0,0,13,3,0,0,1,2,1,1,0,0,17,0,0,0,1,0
ohtas001,0.203,3.31,4,2,10,10,0,0,0,155,38,19,6,22,63,0,5,1,0,211,0,19,0,1,2
ojalk001,0.319,7.2433,3,10,56,19,1,0,0,493,177,86,19,83,99,4,6,4,0,740,7,98,10,5,16
ojeda001,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
ojedb001,0.2877,5.2913,115,98,351,291,41,16,1,5653,1833,764,145,676,1128,48,30,24,19,7977,26,856,85,62,151
okajh001,0.2618,3.215,17,8,266,0,0,0,6,751,228,86,27,88,216,13,5,4,0,1058,44,87,13,6,14
okers001,0.2163,3.37,1,1,70,0,0,0,0,145,42,23,6,15,44,3,0,3,0,203,10,24,3,2,3
okrif101,0.29,5.27,1,2,21,1,1,0,0,123,44,24,2,18,9,0,0,5,0,172,14,29,0,0,0
oldhr101,0.308,4.458,34,44,150,83,34,2,8,2254,884,359,33,267,227,0,15,26,1,3297,37,445,0,0,0
olins001,0.262,3.215,16,19,195,1,0,0,48,819,272,94,14,90,173,17,3,11,1,1155,118,108,13,4,41
oliva002,0.2995,6.94,0,5,7,7,0,0,0,95,37,25,6,21,23,2,4,4,0,151,0,29,2,2,3
olivc101,0.31,6.84,7,6,96,0,0,0,12,423,129,62,13,50,98,13,7,1,0,592,32,65,0,0,0
olivd001,0.2624,4.145,118,98,766,229,11,4,7,5747,2037,960,216,720,1259,45,60,96,15,8346,121,1045,74,65,199
olivd101,0.2567,3.6533,5,6,85,1,0,0,7,322,112,37,7,39,85,9,1,1,0,464,28,42,0,0,0
olivf001,0.2525,3.6975,11,15,116,18,1,0,5,705,221,97,36,68,130,12,4,5,5,965,30,105,8,9,19
olivl001,0.2408,5.5475,0,1,27,0,0,0,0,88,28,17,2,15,19,2,3,0,0,125,8,17,0,3,4
olivo001,0.2815,4.9313,77,86,349,229,16,2,4,4775,1678,826,159,685,853,30,46,80,7,6966,42,889,46,53,196
olloj101,0.205,4.5,0,1,24,3,0,0,0,135,39,25,5,12,28,1,1,5,0,187,5,28,0,0,0
olmoe001,0.3155,5.85,1,1,11,2,0,0,0,57,23,11,3,11,6,2,1,1,0,91,3,17,1,1,5
olmsa101,0.244,2.86,1,1,5,5,0,0,0,104,32,11,2,14,14,1,1,1,0,147,0,13,1,0,2
olsek001,0.3017,6.16,0,5,28,10,0,0,0,248,93,47,7,37,63,3,4,1,1,368,5,51,5,2,14
olseo101,0.285,5.42,8,7,54,17,6,0,3,535,189,98,9,57,64,0,5,19,0,777,17,114,0,0,0
olses001,0.2792,4.9367,37,49,130,127,0,0,0,2169,778,390,108,291,528,24,24,13,0,3179,0,446,35,18,59
olsev101,0.236,2.68,30,26,112,60,23,7,2,1548,547,195,18,192,201,0,5,4,1,2247,32,226,0,0,0
olsog001,0.2693,5.3665,40,39,622,0,0,0,217,2016,598,258,46,330,588,41,43,12,7,2889,447,275,23,20,54
olsog003,0.3398,22.4433,14,22,104,44,0,0,1,863,336,200,46,143,193,4,14,14,1,1328,17,205,7,11,27
olsot002,0.272,4.298,5,3,124,0,0,0,1,282,94,40,9,46,94,11,3,4,1,413,22,41,3,2,9
olsot101,0.3133,7.01,1,1,18,3,1,0,0,173,75,46,7,25,18,0,3,0,0,268,9,49,0,0,0
olwie001,0.254,5.0533,0,1,80,0,0,0,3,269,82,45,13,29,54,9,7,3,2,375,28,51,2,2,11
omalr001,0.213,2.13,1,1,2,2,0,0,0,38,10,3,0,7,4,0,0,1,0,55,0,3,0,0,0
omogb001,0.3125,5.97,0,2,29,0,0,0,0,112,48,23,5,18,34,1,0,1,0,174,7,24,0,0,3
ondrl001,0.2668,4.9833,21,11,288,0,0,0,2,831,267,124,35,114,218,14,21,7,1,1202,74,132,11,7,18
onear001,0.2546,4.125,17,19,142,46,2,0,3,1322,461,213,48,149,248,22,37,9,2,1885,24,240,13,20,44
oneas101,0.4,9.15,0,0,13,1,0,0,0,76,44,26,2,14,8,0,0,0,0,127,5,28,0,0,0
oneie102,0.218,2.862,15,26,66,49,19,2,0,1067,348,188,14,260,144,0,16,8,2,1629,9,208,0,0,0
oneih101,0.18,1.5,0,0,4,0,0,0,0,15,3,1,0,4,2,0,0,1,0,21,1,1,0,0,0
oneip001,0.286,13.5,0,0,1,0,0,0,0,6,2,3,1,4,2,0,0,0,0,11,1,3,0,0,1
ontis001,0.2611,3.992,34,31,207,73,6,2,19,1985,622,270,60,207,382,13,29,17,6,2773,65,308,20,17,70
oquej001,0.4127,19.5,0,1,3,0,0,0,0,18,10,8,0,9,2,2,1,1,0,37,3,8,0,0,0
oquim001,0.272,4.7371,25,31,133,79,1,0,0,1665,623,337,73,243,351,19,14,21,0,2492,13,348,15,18,48
orild101,0.2935,6.17,1,1,27,2,0,0,1,140,58,32,5,24,23,2,6,1,0,227,10,38,1,1,0
orope001,0.2562,7.965,8,4,125,0,0,0,0,276,99,75,11,72,78,11,6,4,2,444,22,79,6,1,6
orosj001,0.2306,3.7958,87,80,1252,4,0,0,144,3886,1055,455,113,581,1179,86,40,34,11,5460,501,512,56,54,81
orour001,0.1357,3.3667,0,1,56,0,0,0,0,145,34,26,6,28,49,2,4,1,1,204,13,28,3,2,4
orrej101,0.2633,3.0467,4,4,32,7,1,0,1,269,90,30,1,46,26,0,3,5,0,395,14,40,0,0,0
ortea001,0.345,9.24,0,2,3,3,0,0,0,38,19,13,4,6,7,0,0,0,0,62,0,15,1,0,2
ortej001,0.159,11.4133,0,3,14,0,0,0,0,47,13,10,3,11,15,1,0,2,0,74,5,10,2,0,0
ortep101,0.28,7.864,46,62,204,141,20,9,2,2855,884,468,131,378,549,28,25,30,8,4064,29,498,0,0,0
ortib101,0.25,6.23,0,2,2,2,1,0,0,39,13,9,0,6,4,0,2,0,0,58,0,11,0,0,0
ortij004,0.269,4.23,2,2,32,0,0,0,0,134,46,21,5,10,27,2,0,0,0,187,10,26,2,4,3
ortil002,0.404,13.115,0,2,3,2,0,0,0,17,11,8,2,8,3,0,1,0,0,36,0,10,0,1,1
ortir001,0.2786,5.61,113,89,311,266,9,3,0,4984,1618,832,179,860,1192,37,57,45,2,7316,13,903,78,55,138
ortir002,0.2802,5.4046,87,86,303,218,10,1,0,4345,1566,796,235,500,895,32,46,69,18,6337,37,861,43,50,130
orvec001,0.3307,8.5433,4,10,69,0,0,0,1,247,101,53,13,53,66,3,1,5,1,406,14,65,3,5,3
orwoo101,0.27,4.69,6,7,39,8,3,0,3,408,142,70,13,56,65,0,3,2,0,604,22,82,0,0,0
osbob102,0.34,3.465,27,17,121,43,11,0,2,1339,528,214,17,181,140,0,3,3,1,1996,51,240,0,0,0
osbod001,0.2798,4.7478,49,46,163,140,4,2,0,2621,895,391,100,246,558,19,19,18,1,3691,5,442,39,22,68
osboo101,0.265,4.5,3,0,24,0,0,0,0,174,57,29,2,37,38,1,1,2,0,258,7,29,2,2,5
osbop101,0.3505,6.7,0,1,12,1,0,0,0,62,30,15,4,13,5,0,2,2,0,103,3,18,0,4,3
osbot101,0.282,4.418,31,40,142,74,31,2,6,1938,693,339,31,315,263,0,9,22,2,2894,44,410,0,0,0
osbow101,0.3,6.3,1,1,7,3,0,0,0,64,32,14,1,9,9,0,1,0,0,103,2,14,0,0,0
osgoc101,0.22,3,0,0,1,0,0,0,0,9,2,1,0,3,0,0,0,1,0,13,0,1,0,0,0
osicj001,0.2704,5.21,10,5,217,0,0,0,0,564,185,102,35,76,166,3,15,6,0,814,43,113,3,2,18
osikk001,0.5125,40.5,0,0,2,0,0,0,0,6,7,9,1,2,2,0,1,3,0,18,2,9,0,0,0
osind101,0.273,5.4767,29,28,324,21,5,2,18,1769,556,219,47,264,400,39,16,6,0,2548,122,256,1,1,0
osorf001,0.311,5.4775,4,9,104,0,0,0,0,409,175,83,20,37,72,3,2,12,0,610,20,87,5,0,26
osteb101,0.31,6.32,0,1,8,1,0,0,0,47,19,11,2,12,5,0,1,0,0,75,4,15,0,0,0
ostec103,0.2514,3.495,196,195,541,488,140,40,1,10381,3471,1268,249,940,1612,93,67,45,6,14433,24,1435,69,27,80
osted101,0.2765,6.1575,1,4,29,1,0,0,3,114,47,34,4,29,34,3,4,3,1,190,10,35,0,0,0
ostef101,0.2618,4.0706,114,115,390,246,113,11,15,6200,2170,917,105,835,774,0,60,21,1,9116,86,1062,0,0,0
ostij001,0.2415,3.75,0,2,6,3,0,0,0,42,19,10,3,12,10,1,0,0,0,73,1,11,1,0,1
ostrj101,0.2933,4.59,23,25,150,37,12,0,15,1367,559,230,44,98,131,0,2,2,1,1989,60,271,0,0,0
osuls001,0.2929,5.5675,13,23,71,56,0,0,0,971,398,216,59,115,158,10,13,13,2,1464,9,226,11,19,32
osuna001,0.2588,4.015,18,10,218,0,0,0,14,578,156,82,17,109,143,14,13,9,3,841,61,91,15,18,14
osuna002,0.2836,8.8518,36,29,411,0,0,0,21,1466,432,200,44,209,501,27,12,17,5,2085,140,217,26,20,27
osunj001,0.333,3.86,0,0,2,0,0,0,0,7,3,1,1,0,0,0,0,0,0,9,1,1,0,0,1
osunr001,0.2102,2.6983,14,18,310,0,0,0,154,932,227,95,28,55,345,6,17,13,1,1211,245,100,4,9,16
oswac001,0.2945,9,3,4,19,12,0,0,0,214,78,51,15,26,50,2,4,4,0,316,2,52,1,0,5
oswar001,0.2621,3.7314,163,102,365,341,20,8,0,6736,2199,838,197,520,1852,34,30,80,7,9301,7,897,105,57,201
oterd001,0.2898,3.8375,22,8,358,0,0,0,3,1211,433,152,37,56,262,19,6,10,1,1658,89,167,10,7,59
otood101,0.2866,4.096,0,0,15,0,0,0,0,91,43,17,3,10,22,0,0,0,0,142,9,18,1,1,0
otooj101,0.241,3.467,98,84,270,238,58,18,4,4846,1545,640,119,546,1039,40,42,26,11,6824,12,730,0,0,0
otsua001,0.223,2.49,13,15,236,0,0,0,39,696,190,63,12,80,217,15,4,2,0,951,96,71,10,3,23
ottaa001,0.2247,3.48,23,25,439,3,0,0,19,1438,410,183,46,214,552,24,44,22,2,2033,85,197,13,19,48
ottej101,0.3076,5.518,1,6,64,5,0,0,0,356,150,72,7,67,75,14,8,3,1,551,23,83,5,6,14
ottod001,0.2905,5.1662,10,22,109,41,1,0,0,955,377,179,33,122,144,11,15,9,1,1405,20,189,22,6,52
outmj001,0.2557,3.9343,16,11,161,32,0,0,0,823,276,135,28,115,226,5,13,5,0,1191,20,145,9,8,28
overd001,0.372,8.52,1,4,17,7,0,0,0,142,78,48,18,11,28,2,4,2,0,231,6,50,0,4,3
overl001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
overm101,0.214,6.14,0,2,5,0,0,0,0,22,6,5,1,3,8,1,0,1,0,32,3,5,0,0,0
overs101,0.2845,4.5864,58,67,266,137,50,11,10,3392,1259,498,56,325,301,0,12,11,1,4906,68,569,0,0,0
owchb001,0.365,5.53,37,60,275,104,10,4,7,2672,937,424,88,363,490,35,25,6,7,3866,54,461,54,26,74
owenh001,0.251,5.48,2,0,25,0,0,0,4,81,23,9,3,14,18,1,2,0,0,117,11,11,0,1,1
owenh002,0.2695,5.76,4,6,16,16,0,0,0,255,85,49,12,44,71,1,7,4,1,375,0,52,0,3,8
owenj101,0.2725,4.8317,42,68,286,103,21,1,21,2656,932,424,84,340,516,46,44,8,6,3854,96,483,0,0,0
owenr001,0.36,7.94,0,1,1,1,0,0,0,17,9,5,1,2,1,0,0,1,0,29,0,5,0,1,0
owinc001,0.545,21.6,0,0,1,0,0,0,0,5,6,4,2,1,0,0,0,0,0,12,1,4,0,0,0
owinm001,0.2467,4.555,32,33,138,68,2,1,1,1449,468,261,64,208,347,5,14,38,1,2116,20,280,18,14,37
ownbr001,0.2698,4.24,3,11,39,19,2,0,0,440,145,67,12,91,83,1,3,3,5,657,7,75,9,7,11
oxspc001,0.225,3.75,0,0,5,0,0,0,0,36,9,5,2,6,11,0,0,0,0,49,0,8,1,2,2
ozmed101,0.16,4.5,0,0,1,0,0,0,0,6,1,1,0,1,1,0,0,0,0,8,1,1,0,0,0
pacej001,0.2661,4.9871,4,10,74,21,0,0,3,575,206,122,21,133,116,5,12,3,5,886,18,135,12,8,15
pacha001,0.32,11.12,0,0,5,0,0,0,0,17,8,7,2,1,7,0,0,0,0,26,2,7,0,0,0
pacip001,0.294,5.595,4,3,18,7,0,0,0,151,55,33,9,23,34,0,3,1,0,225,2,37,3,2,4
packg101,0.32,4.15,6,8,21,16,10,1,1,403,167,62,3,30,24,0,0,4,0,569,5,70,0,0,0
pactj101,0.343,3.86,1,0,4,3,0,0,0,49,23,7,0,10,3,0,1,0,0,79,1,7,1,1,2
paddc001,0.204,3.33,9,7,26,26,0,0,0,422,107,52,23,31,153,1,1,6,1,568,0,58,4,3,5
