retroID,GS,InnOuts,PO,A,E,DP,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
leibn101,0,0,1258,93,54,25,0.331967,0.15,1913,1925,0,0,0,0,1,0,0,1,0,0,1,681,2248,2637,396,628,516,88,21,3,152,53,48.5,313,136,0,11,65,0,0,0
leife101,0,0,1,1,0,0,0.385246,0.3,1921,1921,0,0,1,0,0,0,0,1,0,0,1,9,10,10,0,3,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0
leipe101,0,0,27,45,6,8,0.344262,0.3,1939,1942,0,1,0,0,0,0,0,0,1,0,1,30,62,66,7,17,14,1,2,0,5,1,1.5,3,6,0,0,1,0,4,1
leius001,410,11316,393,868,53,107,0.42623,0.6,1990,1999,0,0,1,0,0,0,0,0,1,0,1,557,1536,1727,214,375,274,63,10,28,172,16,15,161,236,4,5,13,12,44,0
lejaf101,4,135,43,3,2,5,0.528689,0.65,1954,1962,1,0,0,0,0,0,0,1,0,1,0,26,23,25,3,1,1,0,0,0,0,0,0,1,8,0,0,1,0,1,0
lejod101,21,469,9,38,2,2,0.405738,0.35,1965,1965,0,0,1,0,0,0,0,0,1,0,1,34,78,83,2,20,18,2,0,0,7,0,1,5,13,0,0,0,0,1,1
lemad001,1023,26891,1960,2942,50,672,0.569672,0.65,2011,2019,0,1,0,0,0,0,0,0,1,0,1,1100,4047,4454,610,1223,919,196,33,75,451,80,41,324,667,20,17,35,31,127,1
lemaj001,897,23945,1555,2832,180,464,0.364754,0.55,1975,1987,0,0,0,0,0,0,1,0,1,0,1,1039,3191,3515,320,709,559,109,19,22,229,94,51,241,564,37,7,57,19,52,1
lemkm001,881,24036,1760,2671,73,513,0.372951,0.35,1988,1998,0,1,0,0,0,0,0,0,0,0,1,1069,3230,3664,349,795,623,125,15,32,270,11,19,348,341,48,0,56,30,94,1
lemoc001,1851,48845,4998,122,82,25,0.467213,0.45,1975,1990,0,0,0,0,1,0,0,0,1,0,1,1988,6868,7872,973,1875,1203,396,61,215,884,58,76,749,1024,46,151,50,54,174,0
lemoj101,891,22654,1799,58,76,30,0.508197,0.65,1950,1963,0,0,0,0,1,0,0,0,1,0,1,1010,3445,3870,446,901,581,121,35,164,529,13,18,363,787,19,18,6,38,73,1
lenhd101,15,486,1253,89,22,86,0.467213,0.6,1950,1954,0,0,0,0,1,0,0,0,1,0,1,481,1481,1720,192,401,267,64,9,61,239,6,7,214,235,0,6,18,1,32,0
lennb102,18,499,25,2,3,2,0.508197,0.45,1954,1957,0,0,0,0,1,0,0,1,0,1,0,38,79,85,5,13,10,2,0,1,4,0,0,5,26,1,0,0,1,0,1
lennp001,41,1074,106,1,4,2,0.508197,0.55,1991,1999,0,0,0,0,1,0,0,0,1,0,1,91,189,217,25,50,33,14,1,2,22,0,1,27,59,0,1,0,0,3,0
lentj101,48,1382,118,6,4,1,0.405738,0.45,1978,1980,0,0,0,0,1,0,0,0,1,0,1,95,205,243,23,54,43,9,1,1,20,3,2,31,38,1,3,4,0,3,1
leone102,526,13938,1098,1554,71,379,0.385246,0.45,1968,1975,0,0,0,0,0,0,1,0,1,0,1,601,1862,2092,165,440,355,51,10,24,159,7,16,156,358,11,7,55,12,54,0
leonj001,1082,29064,2191,81,62,24,0.508197,0.55,1977,1990,0,0,0,0,1,0,0,0,1,0,1,1415,5045,5476,614,1342,938,223,37,144,723,163,61,342,1000,41,23,8,58,146,1
leonj002,50,1390,284,61,4,37,0.405738,0.45,2002,2004,1,0,0,0,0,0,0,0,1,0,1,88,209,221,18,47,37,5,0,5,18,1,0,8,57,0,3,0,1,9,0
leonj003,29,750,28,49,9,2,0.54918,0.5,2004,2006,0,0,1,0,0,0,0,0,1,0,1,32,103,116,15,22,11,5,0,6,13,1,0,9,32,0,3,1,0,0,1
leonj101,0,0,112,99,8,14,0.327869,0.2,1914,1920,1,0,0,0,0,0,0,1,0,0,1,72,198,220,26,51,38,8,3,2,20,3,1.5,20,28,0,1,1,0,0,0
leonm001,71,1789,127,2,2,2,0.487705,0.5,1990,1995,0,0,0,0,1,0,0,1,0,0,1,168,321,374,37,73,45,18,2,8,41,0,2,42,75,2,4,1,6,6,1
lepct101,428,11913,1181,1542,101,345,0.413934,0.35,1952,1961,0,1,0,0,0,0,0,0,1,0,1,729,2092,2344,233,512,341,91,11,69,251,11,15,209,471,7,19,14,10,44,1
leppd102,19,594,52,37,6,11,0.405738,0.25,1955,1955,0,1,0,0,0,0,0,1,0,0,1,40,70,81,6,8,7,0,1,0,2,1,1,9,10,0,0,1,1,3,0
lercg101,0,0,16,0,0,0,0.405738,0.4,1952,1953,0,0,0,0,1,0,0,0,0,0,1,36,49,61,3,10,7,2,0,1,5,1,0,12,16,0,0,0,0,1,1
leshb001,60,1730,186,14,5,6,0.528689,0.7,1996,2002,1,0,0,0,0,0,0,0,1,1,0,108,263,288,31,59,38,10,2,9,38,5,1,19,65,0,1,1,4,8,0
leslr101,0,0,1579,67,19,115,0.405738,0.5,1917,1922,1,0,0,0,0,0,0,0,1,0,1,153,537,595,46,144,112,24,2,6,54,3,7,41,52,0,0,17,0,0,1
lesls101,0,0,5523,366,63,429,0.47541,0.45,1929,1938,1,0,0,0,0,0,0,1,0,1,0,822,2460,2711,311,749,562,123,28,36,389,14,7,216,118,0,23,12,0,68,1
letcc101,0,0,254,347,22,68,0.303279,0.35,1939,1946,0,1,0,0,0,0,0,0,1,0,1,136,461,504,32,108,97,10,0,1,37,0,0,35,31,0,2,6,0,14,1
levaj101,5,31,8,1,0,1,0.393443,0.45,1947,1955,1,0,0,0,0,0,0,1,0,0,1,25,35,35,5,10,9,0,0,1,5,0,0,0,2,0,0,0,0,1,1
levej101,0,0,871,1291,149,254,0.319672,0.35,1930,1933,0,0,0,0,0,0,1,0,0,0,1,440,1632,1751,162,375,289,61,14,11,140,23,18,85,201,0,9,25,0,0,0
levye101,0,0,189,13,4,12,0.467213,0.7,1940,1944,1,0,0,0,0,0,0,0,1,0,1,54,195,209,17,42,25,11,2,4,32,2,1,10,24,0,0,4,0,4,1
lewia101,3,144,12,0,1,0,0.385246,0.45,1967,1973,0,0,0,0,1,0,0,0,0,0,1,156,29,31,47,6,4,1,0,1,3,44,17,1,4,0,0,1,0,0,0
lewib103,0,0,1964,1481,205,156,0.405738,0.5,1935,1949,0,0,1,0,0,0,0,1,0,0,1,1349,5261,5937,830,1563,1150,249,93,71,607,83,59,573,303,0,20,83,0,69,0
lewid001,1024,28449,2778,42,16,14,0.42623,0.45,1990,2002,0,0,0,0,1,0,0,0,1,0,1,1354,4081,4652,607,1021,820,137,37,27,342,247,107,403,514,1,48,101,19,58,1
lewid101,0,0,483,30,13,5,0.364754,0.35,1910,1921,0,0,0,0,1,0,0,0,1,0,1,275,1026,1123,112,270,218,35,6,11,164,11,13,49,84,0,3,45,0,0,0
lewif001,356,9514,685,18,15,4,0.528689,0.55,2006,2012,0,0,0,0,1,0,0,1,0,0,1,535,1562,1763,261,415,276,91,21,27,136,53,23,170,390,10,21,3,7,23,1
lewij102,204,5484,402,20,10,5,0.463115,0.5,1964,1967,0,0,0,0,1,0,0,1,0,0,1,266,771,876,97,175,123,24,6,22,74,8,9,95,194,5,3,4,3,10,1
lewik001,17,483,43,0,1,0,0.54918,0.65,2019,2019,0,0,0,0,1,0,0,0,1,0,1,18,71,75,10,19,8,5,0,6,13,0,0,3,29,0,0,0,1,0,0
lewim001,703,19194,1076,1927,104,355,0.467213,0.5,1991,2001,0,1,0,0,0,0,0,0,1,0,1,902,2795,3051,320,736,520,155,13,48,306,29,18,196,511,8,16,16,28,79,1
leybd001,3,118,8,15,1,3,0.344262,0.4,2019,2019,0,1,0,0,0,0,0,0,0,0,1,21,25,30,6,7,4,2,1,0,5,0,0,4,9,0,0,0,1,0,1
lezcc101,28,806,77,3,4,0,0.446721,0.55,1980,1981,0,0,0,0,1,0,0,0,1,0,1,49,102,118,16,19,11,4,1,3,14,1,2,11,33,0,1,2,2,3,1
lezcs001,1128,29968,2401,106,51,28,0.364754,0.35,1974,1985,0,0,0,0,1,0,0,0,1,0,1,1291,4134,4814,560,1122,756,184,34,148,591,37,31,576,768,37,19,39,46,96,1
librf101,2,99,4,10,0,1,0.377049,0.45,1969,1969,0,0,0,0,0,0,1,0,1,0,1,10,10,11,1,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1
lidda001,47,1258,105,61,6,13,0.610656,0.65,2011,2013,1,0,0,0,0,0,0,0,1,0,1,61,173,188,15,36,21,8,1,6,16,3,1,13,73,0,1,0,1,1,0
liefj001,165,4373,706,71,15,70,0.487705,0.6,1999,2005,0,0,0,0,1,0,0,1,0,0,1,288,779,844,89,179,111,36,1,31,113,2,2,56,223,4,2,1,6,17,1
lillb001,175,5285,472,279,26,63,0.446721,0.4,2008,2013,0,0,1,0,0,0,0,0,1,0,1,358,708,784,102,145,97,25,4,19,71,37,14,49,235,1,13,9,5,9,1
lillb101,612,16672,1192,1825,114,320,0.344262,0.4,1958,1967,0,0,0,0,0,0,1,0,1,0,1,817,2328,2491,198,549,469,68,9,3,137,23,25,99,116,13,13,40,11,61,1
lillb102,0,0,125,182,24,31,0.385246,0.35,1939,1940,0,0,0,0,0,0,1,0,1,0,1,80,225,264,30,55,43,9,2,1,22,0,1,31,29,0,1,7,0,3,0
limml101,73,1908,1047,96,14,117,0.467213,0.55,1951,1954,1,0,0,0,0,0,0,1,0,1,0,209,530,603,66,107,65,19,4,19,62,3,3,63,77,0,0,7,3,10,0
lin-c001,3,120,6,0,0,0,0.42623,0.45,2012,2012,0,0,0,0,1,0,0,0,1,0,1,9,12,12,1,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0
lin-t001,34,1145,48,95,5,23,0.32377,0.3,2017,2019,0,1,0,0,0,0,0,1,0,0,1,75,141,161,25,35,23,8,3,1,9,2,3,19,40,0,0,1,0,0,0
linar001,102,2856,238,12,6,2,0.385246,0.45,1981,1985,0,0,0,0,1,0,0,0,1,0,1,207,545,577,66,147,112,21,3,11,63,15,6,24,74,2,1,2,5,24,1
linda001,780,20447,4959,348,34,481,0.487705,0.55,2006,2017,1,0,0,0,0,0,0,1,0,1,0,1344,4577,5029,588,1247,776,259,12,200,723,7,5,393,945,45,17,3,39,117,1
lindc104,0,0,651,835,65,207,0.344262,0.45,1927,1930,0,1,0,0,0,0,0,0,1,0,1,256,981,1081,131,267,208,53,5,1,74,9,8,57,79,0,1,42,0,0,0
lindf001,702,18569,905,1780,56,404,0.467213,0.4,2015,2019,0,0,0,0,0,0,1,0,0,0,1,717,2904,3244,478,835,512,178,15,130,384,93,25,260,455,25,21,25,34,59,0
lindf101,0,0,2177,1628,136,150,0.385246,0.4,1924,1936,0,0,1,0,0,0,0,0,1,0,1,1438,5611,6104,895,1747,1262,301,81,103,779,84,48,334,276,0,13,146,0,35,1
lindj001,141,3817,603,40,10,41,0.508197,0.5,1986,1994,1,0,0,0,0,0,0,0,1,0,1,351,676,736,82,165,109,34,1,21,89,4,3,42,173,3,4,6,8,11,1
lindj002,993,26703,2183,3094,62,545,0.32377,0.4,1987,1995,0,1,0,0,0,0,0,0,1,0,1,1044,3677,4000,368,935,754,145,27,9,324,62,19,215,370,50,8,69,31,102,1
lindj003,2,36,8,1,0,2,0.733607,0.55,2010,2010,1,0,0,0,0,0,0,0,1,0,1,11,12,13,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1
lindj103,10,380,34,43,4,6,0.385246,0.45,1974,1975,0,0,0,0,0,0,1,0,0,0,1,26,37,42,5,5,3,2,0,0,1,1,0,5,14,0,0,0,0,1,0
lindr001,0,45,2,0,0,0,0.405738,0.25,2000,2000,0,0,0,0,1,0,0,0,1,0,1,11,3,5,6,1,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
lindt001,98,3106,254,3,6,0,0.610656,0.55,2003,2007,0,0,0,0,1,0,0,0,0,0,1,270,502,559,64,116,83,22,3,8,36,8,0,44,148,1,8,5,0,13,1
linic001,9,214,8,8,0,1,0.430328,0.5,1999,2000,0,0,1,0,0,0,0,0,1,0,1,15,32,33,3,7,5,2,0,0,2,0,1,1,6,0,0,0,0,2,1
lintl101,163,4696,364,537,37,97,0.303279,0.3,1973,1978,0,1,0,0,0,0,0,0,0,0,1,350,616,756,137,140,126,13,1,0,27,128,38,97,101,1,4,39,0,5,1
linzp101,332,9192,586,895,65,148,0.42623,0.5,1962,1968,0,1,0,0,0,0,0,0,1,0,1,519,1372,1518,185,322,243,64,4,11,96,13,13,112,195,5,7,21,6,35,1
lipoj101,0,0,1359,2160,141,483,0.405738,0.45,1942,1954,0,0,0,0,0,0,1,0,1,0,1,758,2661,3089,351,690,561,95,24,10,266,28,25,347,152,0,7,74,0,65,1
lirin001,524,14521,1079,1488,62,325,0.364754,0.35,1987,1998,0,1,0,0,0,0,0,0,0,0,1,823,2216,2487,296,576,419,105,27,25,240,59,30,212,300,15,7,33,19,40,1
lirir001,39,1069,81,3,4,0,0.631148,0.45,2014,2017,0,0,0,0,1,0,0,0,1,0,1,59,150,167,17,33,27,4,0,2,12,5,1,14,53,1,2,0,1,6,1
lis-j101,205,5419,1395,104,17,117,0.405738,0.45,1970,1977,1,0,0,0,0,0,0,0,1,0,1,356,780,907,96,182,118,31,1,32,92,1,3,110,209,3,8,3,6,26,1
lisir101,3,135,9,0,0,0,0.405738,0.45,1981,1981,0,0,0,0,1,0,0,0,1,0,1,9,16,20,6,5,5,0,0,0,1,0,1,4,0,0,0,0,0,0,0
listp001,444,11810,787,1153,54,249,0.385246,0.3,1992,1997,0,0,0,0,0,0,1,0,0,0,1,503,1772,1991,250,444,363,63,13,5,143,116,38,167,338,2,8,35,9,26,1
littb001,242,6579,499,713,23,139,0.344262,0.35,1982,1986,0,1,0,0,0,0,0,0,0,0,1,327,922,1072,126,226,181,37,5,3,77,8,10,120,79,1,6,16,8,21,1
littj104,73,2001,158,206,19,44,0.422131,0.45,1952,1957,0,0,0,0,0,0,1,0,1,0,1,111,255,279,22,52,41,6,3,2,17,1,0,20,60,1,0,3,1,4,1
littl101,5,216,11,0,0,0,0.446721,0.5,1981,1981,0,0,0,0,1,0,0,0,1,0,1,26,23,27,2,0,0,0,0,0,1,0,0,3,6,0,0,0,1,2,0
littm001,51,1512,135,6,2,4,0.487705,0.45,1998,2004,0,0,0,0,1,0,0,0,1,0,1,148,247,282,46,61,44,11,3,3,22,8,4,18,66,1,14,2,1,1,1
litts001,0,14,1,1,0,1,0.5,0.45,1989,1989,0,0,0,0,1,0,0,0,1,0,1,3,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
litwd101,0,0,1942,99,39,11,0.5,0.35,1940,1951,0,0,0,0,1,0,0,0,1,0,1,1057,3494,3858,428,982,681,162,32,107,451,11,5.5,299,377,0,27,38,0,86,1
livis001,316,8377,634,533,34,82,0.467213,0.45,1991,1998,0,0,1,0,0,0,0,1,0,0,1,673,1533,1646,163,431,334,76,4,17,177,10,12,89,189,5,0,5,19,29,1
llenw101,76,2302,184,126,10,24,0.364754,0.35,1968,1975,0,0,1,0,0,0,0,0,1,0,1,300,531,592,50,122,102,17,0,3,61,0,1,38,69,1,2,7,14,20,0
loanb101,0,0,27,4,1,2,0.467213,0.45,1939,1940,0,0,0,0,1,0,0,0,1,0,1,16,31,38,6,5,2,3,0,0,2,2,1,6,9,0,0,1,0,0,1
locat001,47,1463,112,1,1,0,0.508197,0.5,2017,2019,0,0,0,0,1,0,0,0,1,0,1,112,224,265,44,55,39,13,2,1,17,22,0,16,49,0,23,1,1,1,1
lockd101,719,19820,1799,61,45,16,0.487705,0.55,1962,1969,0,0,0,0,1,0,0,0,1,0,1,921,2695,3116,359,642,416,92,12,122,373,30,29,373,776,19,15,7,26,63,1
lockg101,114,2848,221,7,9,1,0.364754,0.35,1973,1977,0,0,0,0,1,0,0,1,0,0,1,292,595,661,76,163,126,24,4,9,66,13,7,55,87,6,2,5,4,9,1
lockk001,488,13288,797,1400,50,292,0.385246,0.35,1994,2003,0,1,0,0,0,0,0,1,0,0,1,979,2268,2529,290,591,413,117,17,44,268,30,15,195,268,23,14,22,30,36,1
locks102,3,126,4,0,0,0,0.467213,0.5,1955,1956,0,0,0,0,1,0,0,1,0,1,0,25,24,27,4,4,3,1,0,0,0,0,0,3,5,0,0,0,0,1,0
lockw101,519,14528,8417,592,124,694,0.405738,0.5,1945,1960,0,0,0,0,1,0,0,1,0,0,1,1666,5940,6590,836,1658,1273,222,49,114,563,43,38,552,383,15,19,64,15,68,1
lodid101,0,0,585,915,82,107,0.303279,0.25,1938,1946,0,0,1,0,0,0,0,0,1,0,1,405,1364,1551,142,355,261,71,7,16,156,12,8,141,86,0,19,27,0,27,0
loepg101,0,0,124,5,6,1,0.385246,0.4,1928,1930,0,0,0,0,1,0,0,0,1,0,1,65,185,219,29,46,34,10,2,0,17,0,4,25,21,0,3,6,0,0,0
loftd101,0,0,133,5,2,2,0.32377,0.45,1924,1925,0,0,0,0,1,0,0,1,0,0,1,97,212,232,34,53,41,12,0,0,21,3,0,12,7,0,2,6,0,0,1
loftj001,6,162,9,14,2,3,0.385246,0.35,2001,2001,0,0,0,0,0,0,1,0,0,0,1,8,26,28,1,5,4,1,0,0,1,2,1,1,4,0,0,0,1,1,0
loftk001,1977,51547,4856,142,79,35,0.42623,0.45,1991,2007,0,0,0,0,1,0,0,1,0,1,0,2103,8120,9234,1528,2428,1799,383,116,130,781,622,160,945,1016,43,32,72,65,111,1
logaj101,1063,28477,2631,4447,257,902,0.405738,0.4,1951,1963,0,0,0,0,0,0,1,0,1,0,1,1503,5244,5893,651,1407,1057,216,41,93,547,19,13,451,472,26,43,125,30,125,1
logan001,238,6628,706,8,11,3,0.42623,0.55,2004,2007,0,0,0,0,1,0,0,0,0,0,1,321,870,957,111,233,181,38,12,2,56,56,14,59,182,5,1,23,4,15,1
lohrj101,0,0,359,565,57,63,0.42623,0.45,1947,1953,0,0,1,0,0,0,0,0,1,0,1,354,914,1046,125,221,152,38,9,22,96,9,4.5,111,86,0,4,17,0,26,1
loisa101,1,30,4,0,0,0,0.405738,0.3,1978,1979,0,0,0,0,1,0,0,0,1,0,1,14,4,4,6,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
lolir101,46,1248,78,3,4,0,0.446721,0.5,1971,1973,0,0,0,0,1,0,0,0,1,0,1,87,228,241,20,48,35,9,0,4,23,0,2,11,49,1,0,1,1,3,0
lollr001,3,79,4,0,0,0,0.467213,0.5,2015,2015,0,0,0,0,1,0,0,1,0,1,0,5,12,13,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1
lomad001,38,1046,95,8,2,2,0.446721,0.4,1984,1985,0,0,0,0,1,0,0,1,0,1,0,47,142,163,23,35,24,7,2,2,19,0,2,16,19,2,1,3,1,0,0
lombg001,84,2388,220,5,5,0,0.540984,0.45,1998,2006,0,0,0,0,1,0,0,1,0,0,1,144,350,388,55,77,54,12,3,8,21,23,2,27,111,1,3,7,1,2,1
lombs001,383,10091,737,1108,31,254,0.405738,0.45,1985,1990,0,1,0,0,0,0,0,0,1,0,1,446,1264,1437,153,294,201,61,12,20,107,13,9,131,206,6,7,28,7,20,1
lombs002,168,4599,315,369,9,72,0.487705,0.45,2011,2017,0,1,0,0,0,0,0,0,0,0,1,291,796,848,75,207,164,33,5,5,52,10,6,29,104,2,8,11,4,8,1
lonej001,1263,34349,10607,768,75,938,0.651639,0.6,2006,2016,1,0,0,0,0,0,0,1,0,1,0,1443,5023,5486,528,1425,1029,267,21,108,669,38,21,397,652,61,20,8,38,156,1
longd101,747,19935,6960,550,88,672,0.528689,0.65,1951,1963,1,0,0,0,0,0,0,1,0,1,0,1013,3020,3426,384,805,505,135,33,132,467,10,3,353,460,39,7,7,39,76,1
longe001,1574,41513,1152,2886,145,355,0.569672,0.5,2008,2019,0,0,1,0,0,0,0,0,1,0,1,1689,6383,7171,890,1703,999,382,25,297,1015,57,17,634,1433,81,67,1,86,173,1
longj101,15,325,69,4,3,7,0.508197,0.5,1963,1964,1,0,0,0,0,0,0,0,1,0,1,56,83,95,5,16,14,1,0,1,9,0,0,10,34,0,1,0,1,2,1
longr001,2,63,8,0,0,0,0.569672,0.55,1997,1997,0,0,0,0,1,0,0,0,1,0,1,6,9,10,2,2,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0
longs001,39,1023,64,68,3,21,0.442623,0.25,2019,2019,0,1,0,0,0,0,0,1,0,0,1,42,152,168,21,40,22,12,1,5,15,3,3,16,40,0,0,0,0,1,0
longt001,48,1204,82,5,3,1,0.495902,0.5,1993,1995,0,0,0,0,1,0,0,1,0,0,1,139,256,283,32,73,52,18,0,3,37,3,2,21,47,2,2,1,3,6,1
longt002,748,20155,1646,30,35,5,0.467213,0.5,1999,2006,0,0,0,0,1,0,0,1,0,1,0,890,3068,3325,428,824,568,166,21,69,376,27,15,227,460,23,7,0,23,90,1
lookd101,1,25,1,0,0,0,0.446721,0.4,1961,1961,0,0,0,0,1,0,0,0,1,0,1,3,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lopea101,9,275,23,0,1,0,0.385246,0.3,1965,1965,0,0,0,0,1,0,0,1,0,1,0,38,49,51,5,7,7,0,0,0,0,0,0,1,6,0,0,1,0,0,0
lopec101,129,3734,315,18,7,5,0.467213,0.45,1976,1978,0,0,0,0,1,0,0,0,1,0,1,237,500,536,61,130,93,24,1,12,54,23,11,25,98,2,4,2,5,4,0
loped001,1607,42096,3558,3931,177,822,0.385246,0.3,1972,1987,0,1,0,0,0,0,0,0,1,0,1,1812,6354,7340,1023,1671,1234,232,50,155,614,557,114,833,852,38,31,74,48,126,1
lopeh101,1161,31260,2024,1478,170,234,0.434426,0.4,1955,1966,0,0,0,0,1,0,0,0,1,0,1,1450,4644,5177,623,1251,885,193,37,136,591,16,23,418,696,24,23,48,44,136,0
lopej003,939,25023,1756,2463,97,518,0.528689,0.45,2004,2012,0,1,0,0,0,0,0,0,1,0,1,1036,3841,4089,421,1005,687,215,11,92,480,25,17,150,471,13,31,33,34,113,1
lopel001,8,228,79,7,2,8,0.467213,0.5,1990,1991,1,0,0,0,0,0,0,0,1,0,1,41,88,95,7,18,13,4,1,0,7,0,0,4,9,1,1,1,1,0,1
lopel002,327,10434,672,1042,69,202,0.405738,0.4,1993,2005,0,1,0,0,0,0,0,0,0,0,1,721,1620,1783,171,390,276,85,7,22,151,10,12,100,343,11,26,24,13,40,1
lopel003,34,903,80,59,5,9,0.528689,0.45,2001,2004,1,0,0,0,0,0,0,0,1,0,1,52,145,155,10,33,26,4,0,3,10,0,0,8,25,1,1,1,0,11,1
lopem001,116,3224,251,341,20,81,0.508197,0.55,1998,2004,0,1,0,0,0,0,0,0,1,0,1,190,422,463,45,102,73,18,5,6,40,7,2,27,106,1,4,8,2,12,1
lopem002,0,27,1,4,0,0,0.385246,0.3,2004,2004,0,1,0,0,0,0,0,0,0,0,1,6,4,6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
lopen001,100,2652,153,281,4,68,0.405738,0.4,2019,2019,0,1,0,0,0,0,0,1,0,0,1,103,379,402,44,91,65,22,2,2,30,1,1,18,51,0,1,4,0,5,0
lopep001,13,361,27,32,1,13,0.467213,0.5,2005,2007,0,1,0,0,0,0,0,0,1,0,1,16,52,55,2,10,8,2,0,0,2,0,0,1,11,0,1,1,0,0,1
lopet001,30,778,50,3,2,1,0.42623,0.4,2019,2019,0,1,0,0,0,0,0,0,1,0,1,41,111,128,11,30,22,7,0,1,12,6,3,15,29,0,1,0,1,1,0
lordc101,0,0,12,23,7,1,0.385246,0.4,1923,1923,0,0,1,0,0,0,0,0,1,0,1,17,47,50,3,11,9,2,0,0,2,0,1,2,3,0,0,1,0,0,1
loucs001,13,610,61,4,1,1,0.418033,0.45,1980,1985,0,0,0,0,1,0,0,0,1,0,1,73,80,87,15,21,17,4,0,0,4,7,3,7,28,0,0,0,0,1,1
lougd001,192,5636,445,15,4,1,0.405738,0.35,2012,2016,0,0,0,0,1,0,0,1,0,1,0,342,749,820,95,190,138,29,10,13,67,17,13,43,138,1,9,13,6,8,1
lovij101,14,405,36,42,5,7,0.344262,0.3,1980,1983,0,1,0,0,0,0,0,0,1,0,1,46,52,56,17,10,10,0,0,0,4,5,5,3,6,0,0,1,0,2,1
lovij102,201,5780,554,38,18,10,0.446721,0.45,1972,1975,0,0,0,0,1,0,0,0,0,0,1,306,763,858,70,165,135,22,4,4,53,22,21,80,113,7,2,10,3,20,0
lovut001,176,5137,561,423,18,127,0.446721,0.5,1988,1999,0,0,1,0,0,0,0,0,0,0,1,303,737,837,80,165,114,35,1,15,60,9,8,80,121,3,3,12,5,16,1
loweb001,106,2901,213,221,4,72,0.446721,0.35,2018,2019,0,1,0,0,0,0,0,1,0,0,1,125,425,475,58,110,60,23,4,23,76,7,1,41,151,0,7,0,2,4,0
lowej001,837,21937,1803,376,43,78,0.405738,0.45,1970,1985,0,0,0,0,1,0,0,1,0,0,1,1368,3476,3988,510,881,610,137,18,116,441,128,78,446,596,30,9,27,30,58,0
lowem001,1489,39101,1468,2725,104,340,0.487705,0.65,1998,2010,0,0,1,0,0,0,0,0,1,0,1,1601,5813,6498,771,1619,995,394,7,223,952,30,14,548,817,45,52,1,84,170,1
lowen001,20,538,159,5,1,11,0.692623,0.65,2019,2019,1,0,0,0,0,0,0,1,0,0,1,50,152,169,24,40,25,8,0,7,19,0,0,13,50,0,2,0,2,4,0
lowet001,52,1724,128,6,5,2,0.42623,0.6,1997,2000,0,0,0,0,1,0,0,0,1,0,1,123,248,283,42,70,46,20,1,3,23,2,2,32,71,0,2,0,1,2,1
lowrj001,986,26293,1276,2514,80,529,0.42623,0.45,2008,2019,0,0,0,0,0,0,1,0,0,0,1,1118,3991,4500,521,1043,663,259,17,104,509,7,3,439,748,18,22,8,40,81,1
lowrp101,21,669,2333,477,78,67,0.385246,0.25,1942,1955,0,0,0,0,1,0,0,0,1,0,1,1401,4317,4831,564,1177,909,186,45,37,479,48,24,403,226,0,11,97,3,118,1
lozaw001,33,884,26,61,7,7,0.368852,0.45,1984,1984,0,1,0,0,0,0,0,0,1,0,1,43,107,124,15,29,18,8,2,1,20,0,3,12,23,0,0,3,2,1,0
lubrs101,51,1413,93,166,7,36,0.385246,0.45,1981,1983,0,0,1,0,0,0,0,0,1,0,1,64,177,195,14,37,27,10,0,0,8,1,1,4,19,0,0,13,1,4,0
lubyh101,0,0,195,272,25,38,0.446721,0.35,1936,1944,0,1,0,0,0,0,0,0,1,0,1,120,361,425,33,89,74,11,2,2,38,4,1,52,22,0,5,7,0,9,1
lucae001,120,3423,309,280,11,61,0.54918,0.6,2013,2014,1,0,0,0,0,0,0,0,1,0,1,163,530,573,62,135,110,19,1,5,37,2,1,34,126,1,2,6,1,10,1
lucaf101,0,0,17,0,1,0,0.364754,0.35,1935,1935,0,0,0,0,1,0,0,0,1,0,1,20,34,37,1,9,9,0,0,0,2,0,0,3,6,0,0,0,0,1,1
lucaj101,0,0,0,0,0,0,0.45082,0.35,1931,1932,0,0,0,0,1,0,0,0,1,1,0,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lucaj102,0,0,340,384,36,71,0.344262,0.4,1938,1947,0,1,0,0,0,0,0,0,0,0,1,239,686,786,95,181,133,36,7,5,60,6,3,93,56,0,2,5,0,7,0
