retroID,GS,InnOuts,PO,A,E,DP,weight,height,debutYear,finalYear,pos_1B,pos_2B,pos_3B,pos_C,pos_OF,pos_P,pos_SS,bats_L,bats_R,throws_L,throws_R,G,AB,PA,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,NL
kostf102,0,0,80,4,7,1,0.364754,0.35,1931,1931,0,0,0,0,1,0,0,1,0,1,0,76,151,170,21,34,30,2,2,0,8,4,2,14,21,0,0,5,0,0,1
kotcc001,781,21173,6768,545,18,649,0.590164,0.6,2004,2013,1,0,0,0,0,0,0,1,0,1,0,939,3071,3412,322,799,564,157,7,71,388,14,9,267,339,27,43,9,22,98,1
kotsm001,1488,39505,4112,181,49,109,0.590164,0.45,1997,2013,0,0,0,0,1,0,0,1,0,1,0,1914,6464,7109,790,1784,1256,353,48,127,720,98,64,554,757,38,13,30,48,152,1
kouzk001,636,16899,453,1122,64,113,0.54918,0.5,2006,2014,0,0,1,0,0,0,0,0,1,0,1,685,2525,2730,273,650,412,143,8,87,371,6,1,125,500,12,50,2,28,77,1
kowib001,5,159,6,0,0,0,0.434426,0.35,1995,1995,0,0,0,0,1,0,0,1,0,1,0,10,24,28,3,4,3,1,0,0,3,0,1,2,5,0,1,1,0,0,1
koy-e101,0,0,1034,20,25,7,0.508197,0.45,1938,1942,0,0,0,0,1,0,0,0,1,0,1,558,1846,2016,238,515,342,108,29,36,260,40,20,137,284,0,9,24,0,33,1
kozaa101,0,0,619,730,41,157,0.397541,0.3,1948,1950,0,1,0,0,0,0,0,0,1,0,1,285,992,1101,118,252,195,41,10,6,94,6,3,96,86,0,2,11,0,28,0
kozmp001,194,5788,305,667,19,156,0.467213,0.45,2011,2018,0,0,0,0,0,0,1,0,1,0,1,341,735,813,89,158,116,33,4,5,62,8,4,63,174,11,3,6,6,12,1
kramk001,18,494,24,17,1,5,0.508197,0.45,2018,2019,0,1,0,0,0,0,0,1,0,0,1,43,79,90,10,12,11,1,0,0,9,0,1,8,37,0,0,0,3,0,1
krane101,1379,36668,10840,789,81,901,0.528689,0.6,1962,1979,1,0,0,0,0,0,0,1,0,1,0,1853,5436,5997,536,1418,1050,225,25,118,614,15,27,454,581,89,14,35,58,138,1
kraum001,88,2186,445,45,7,41,0.692623,0.55,2013,2015,1,0,0,0,0,0,0,1,0,0,1,146,398,435,30,75,45,18,0,12,42,2,0,34,130,0,2,0,1,9,0
kreem101,0,0,3318,105,65,21,0.377049,0.2,1931,1945,0,0,0,0,1,0,0,0,1,0,1,1241,4676,5248,676,1321,980,221,75,45,514,115,53.5,446,339,0,7,119,0,74,1
krenw001,255,7124,529,534,35,80,0.42623,0.5,1979,1986,0,1,0,0,0,0,0,1,0,0,1,550,1063,1195,107,283,219,44,5,15,124,7,8,106,141,13,2,9,15,17,1
kresc101,5,168,1114,83,12,121,0.467213,0.45,1947,1954,1,0,0,0,0,0,0,1,0,1,0,175,466,535,57,116,88,20,7,1,52,6,8,49,59,0,0,20,0,9,1
kroej001,13,352,33,0,0,0,0.631148,0.6,2004,2004,0,0,0,0,1,0,0,1,0,1,0,22,54,55,5,9,6,3,0,0,2,0,1,1,21,0,0,0,0,2,1
kronj101,0,0,410,506,39,107,0.446721,0.45,1935,1938,0,0,1,0,0,0,0,0,1,0,1,223,702,786,83,184,121,47,9,7,105,3,5,68,56,0,0,16,0,0,0
krsnm101,3,84,7,1,0,1,0.467213,0.5,1960,1962,0,0,0,0,1,0,0,0,1,0,1,15,21,21,0,4,2,2,0,0,4,0,0,0,4,0,0,0,0,2,1
krsnr101,0,0,94,212,19,17,0.401639,0.5,1949,1953,0,0,1,0,0,0,0,0,1,0,1,120,275,308,27,59,35,18,3,3,38,0,3,30,24,0,1,2,0,7,0
krugm101,0,0,174,255,32,30,0.364754,0.3,1912,1922,0,1,0,0,0,0,0,0,1,0,1,127,450,524,67,124,93,23,4,4,60,7,9,43,43,0,3,28,0,0,1
krukj001,1000,26195,6022,401,42,415,0.385246,0.35,1986,1995,1,0,0,0,0,0,0,1,0,1,0,1200,3897,4603,582,1170,837,199,34,100,592,58,31,649,701,83,2,12,43,92,1
kryhd101,75,2122,3768,312,40,394,0.434426,0.55,1949,1955,1,0,0,0,0,0,0,1,0,1,0,569,1794,1946,203,475,331,85,14,45,231,5,13,119,163,0,12,17,4,48,0
krynd001,10,259,31,1,1,1,0.42623,0.5,2004,2005,0,0,0,0,1,0,0,1,0,1,0,21,48,54,6,9,8,1,0,0,3,0,0,3,18,0,3,0,0,0,1
kubej002,585,15093,1038,44,17,13,0.590164,0.45,2004,2014,0,0,0,0,1,0,0,1,0,0,1,1036,3480,3883,442,913,567,187,19,140,564,12,7,355,834,34,11,3,34,89,1
kubet101,996,26894,1808,2850,162,583,0.467213,0.6,1957,1965,0,0,0,0,0,0,1,1,0,0,1,1092,4167,4494,522,1109,844,178,30,57,373,29,23,217,441,24,13,71,26,62,0
kubij101,26,729,47,76,3,17,0.385246,0.4,1961,1962,0,0,1,0,0,0,0,0,1,0,1,50,101,109,7,19,16,2,0,1,2,0,0,7,12,0,0,0,1,2,0
kubik001,10,282,4,14,2,1,0.54918,0.6,2015,2015,0,1,0,0,0,0,0,1,0,0,1,19,36,39,6,7,7,0,0,0,1,0,0,3,15,0,0,0,0,2,0
kubit101,620,18132,1373,1834,90,366,0.405738,0.45,1967,1976,0,1,0,0,0,0,0,0,0,0,1,977,2447,2783,238,565,470,61,21,13,202,13,22,271,272,36,4,45,16,70,1
kubsg101,15,422,36,2,0,0,0.446721,0.6,1980,1980,0,0,0,0,1,0,0,1,0,0,1,22,63,69,11,16,13,3,0,0,6,1,1,6,10,0,0,0,0,2,0
kuenh101,1474,38544,3028,2345,191,468,0.454918,0.55,1952,1966,0,0,0,0,1,0,0,0,1,0,1,1833,6913,7618,951,2092,1593,356,56,87,671,68,56,594,404,39,15,44,52,143,1
kuhej101,0,0,19386,1163,173,1769,0.42623,0.45,1930,1947,1,0,0,0,0,0,0,1,0,1,0,2104,7984,9095,1236,2212,1558,412,111,131,1049,178,90,980,612,0,39,92,0,74,0
kuhnk101,11,495,40,32,3,6,0.405738,0.35,1955,1957,0,0,0,0,0,0,1,1,0,0,1,71,81,88,12,17,16,1,0,0,7,1,1,5,13,0,0,2,0,1,0
kuipd001,867,23053,2024,2468,78,554,0.405738,0.45,1974,1985,0,1,0,0,0,0,0,1,0,0,1,1057,3379,3754,329,917,796,91,29,1,263,52,71,248,255,27,28,82,17,76,1
kuntr001,110,3505,312,8,5,4,0.467213,0.6,1979,1985,0,0,0,0,1,0,0,0,1,0,1,277,441,507,75,104,76,23,0,5,38,5,3,60,106,1,2,1,3,12,0
kurow101,0,0,1032,1583,117,138,0.479508,0.4,1941,1949,0,0,1,0,0,0,0,0,1,0,1,916,3229,3691,518,925,625,162,32,106,529,19,9.5,369,332,0,36,57,0,72,1
kutcr001,103,3268,297,55,5,6,0.385246,0.4,1986,1990,0,0,1,0,0,0,0,0,1,0,1,244,448,497,83,102,61,25,6,10,40,13,9,36,112,0,0,12,1,10,1
kvasa101,0,0,5,0,0,0,0.385246,0.5,1942,1942,0,0,0,0,1,0,0,0,1,0,1,5,11,13,3,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
laabc101,0,0,1780,62,44,15,0.405738,0.25,1937,1947,0,0,0,0,1,0,0,0,1,0,1,950,3102,3538,467,813,501,151,44,117,509,32,22,389,595,0,10,37,0,60,0
labaj001,2,75,2,3,1,0,0.42623,0.2,2004,2004,0,1,0,0,0,0,0,0,1,0,1,7,14,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1
laboc101,328,8889,293,628,54,56,0.364754,0.35,1969,1973,0,0,1,0,0,0,0,0,1,0,1,420,1247,1374,108,291,199,62,2,28,166,0,5,97,220,11,6,11,13,28,1
lacop101,389,10933,3117,239,33,281,0.508197,0.55,1972,1980,1,0,0,0,0,0,0,1,0,1,0,715,1729,1945,214,444,320,86,11,27,224,8,8,182,171,26,5,8,21,52,1
lacyg101,0,0,18,24,2,3,0.385246,0.4,1926,1926,0,1,0,0,0,0,0,0,1,0,1,13,24,31,2,4,3,0,0,1,2,0,0,2,2,0,1,4,0,0,0
lacyl001,1037,29194,2361,702,80,139,0.405738,0.5,1972,1987,0,0,0,0,1,0,0,0,1,0,1,1523,4549,5004,650,1303,963,207,42,91,458,185,86,372,657,26,9,41,33,86,1
lafaj101,0,0,342,13,6,27,0.356557,0.45,1947,1949,1,0,0,0,0,0,0,1,0,1,0,127,236,263,31,54,44,3,2,5,34,2,1,24,42,0,1,2,0,4,1
lafot101,0,0,51,97,5,11,0.364754,0.3,1945,1945,0,0,1,0,0,0,0,0,1,0,1,52,204,220,25,51,38,7,4,2,16,4,4,10,35,0,0,6,0,7,0
lagaj001,477,13787,1321,35,19,4,0.569672,0.5,2013,2019,0,0,0,0,1,0,0,0,1,0,1,716,1960,2119,227,498,357,97,19,25,179,44,17,106,437,13,21,17,15,38,1
lagam001,79,2353,832,62,4,84,0.54918,0.55,1982,1990,1,0,0,0,0,0,0,1,0,1,0,188,423,449,39,84,50,18,0,16,55,1,0,22,115,3,2,0,2,6,1
lahab001,135,3366,819,36,8,84,0.692623,0.7,2008,2012,1,0,0,0,0,0,0,1,0,0,1,195,535,599,66,139,91,26,1,21,56,4,3,61,182,4,0,1,2,13,1
lahoj101,406,10984,819,25,18,6,0.5,0.5,1968,1978,0,0,0,0,1,0,0,1,0,1,0,791,1925,2261,239,429,284,68,12,65,218,20,20,309,339,21,16,6,5,38,0
lairb001,25,696,114,32,3,14,0.569672,0.5,2011,2013,1,0,0,0,0,0,0,0,1,0,1,53,127,138,12,25,15,4,0,6,16,0,0,8,38,0,2,1,0,4,1
lajed101,0,0,7,20,1,1,0.405738,0.4,1946,1946,0,1,0,0,0,0,0,0,1,0,1,6,10,14,3,2,2,0,0,0,0,0,0,3,2,0,1,0,0,0,1
lakej001,152,4145,307,7,14,4,0.631148,0.55,2013,2016,0,0,0,0,1,0,0,0,1,0,1,223,659,703,65,155,99,36,3,17,48,16,7,35,218,0,5,2,2,6,1
lallb001,4,150,59,0,2,7,0.54918,0.5,2012,2016,1,0,0,0,0,0,0,1,0,0,1,32,52,53,2,7,6,1,0,0,5,0,0,1,13,0,0,0,0,1,1
lamab101,0,0,898,58,45,12,0.446721,0.5,1917,1927,0,0,0,0,1,0,0,1,0,0,1,511,1889,2036,289,598,445,111,23,19,240,22,29,80,74,0,2,65,0,0,1
lamba001,15,381,25,1,0,1,0.590164,0.6,2013,2016,0,0,0,0,1,0,0,1,0,1,0,60,95,100,8,18,10,7,0,1,3,0,1,5,27,0,0,0,0,2,1
lambd001,30,981,70,106,9,36,0.364754,0.55,1999,2002,0,1,0,0,0,0,0,0,0,0,1,69,139,150,19,30,23,5,1,1,13,0,1,11,21,0,0,0,0,5,1
lambj001,502,13320,455,913,47,84,0.569672,0.6,2014,2019,0,0,1,0,0,0,0,1,0,0,1,578,1929,2216,283,466,268,96,21,81,302,18,10,251,560,22,17,0,19,45,1
lambl101,0,0,48,62,6,3,0.303279,0.2,1920,1921,0,0,0,0,1,0,0,0,1,0,1,54,158,176,22,43,29,11,2,1,21,2,0,4,19,0,1,13,0,0,0
lambm001,602,16233,1966,931,107,231,0.528689,0.5,2000,2010,0,0,1,0,0,0,0,1,0,0,1,975,2706,2988,382,746,526,132,19,69,349,7,10,226,409,31,17,9,30,56,1
lamob101,0,0,392,536,65,93,0.344262,0.4,1920,1926,0,0,0,0,0,0,1,0,1,0,1,221,693,789,99,175,129,34,9,3,85,11,6,66,50,0,3,27,0,0,0
lampk101,7,294,28,3,0,0,0.495902,0.55,1969,1970,0,0,0,0,1,0,0,1,0,0,1,62,84,92,10,20,10,8,1,1,7,0,0,5,27,0,1,2,0,3,1
lancr001,11,309,90,4,1,10,0.487705,0.6,1982,1990,1,0,0,0,0,0,0,1,0,1,0,36,65,68,4,11,7,2,0,2,11,0,0,2,18,0,0,0,1,0,1
landc001,22,669,61,0,2,0,0.364754,0.3,1991,1993,0,0,0,0,1,0,0,1,0,0,1,78,105,119,30,25,21,3,1,0,7,27,5,10,23,0,0,4,0,2,1
landd101,264,7509,623,20,12,4,0.42623,0.45,1957,1966,0,0,0,0,1,0,0,1,0,0,1,456,1160,1300,151,272,216,36,8,12,75,36,14,104,200,5,19,13,4,11,1
landd103,0,0,1,0,0,0,0.364754,0.4,1929,1929,0,0,0,0,1,0,0,1,0,1,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
landj102,0,0,0,3,0,1,0.405738,0.4,1938,1938,0,1,0,0,0,0,0,0,1,0,1,4,6,6,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
landj103,1132,30694,2927,72,32,17,0.42623,0.5,1957,1967,0,0,0,0,1,0,0,0,1,0,1,1346,4288,5025,625,1061,749,169,50,93,467,139,51,588,767,22,59,61,29,65,1
landk001,982,26642,2206,57,44,11,0.364754,0.35,1977,1987,0,0,0,0,1,0,0,1,0,0,1,1264,4101,4503,522,1099,783,180,45,91,479,145,60,299,421,33,19,39,45,78,1
landk101,0,0,8,1,0,0,0.508197,0.6,1952,1952,1,0,0,0,0,0,0,1,0,1,0,2,5,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
landr001,261,8102,583,852,38,176,0.364754,0.35,1977,1984,0,1,0,0,0,0,0,0,0,0,1,596,1230,1367,134,291,238,32,17,4,83,54,24,100,123,12,5,29,3,21,1
landt001,207,6992,609,20,5,4,0.405738,0.4,1980,1988,0,0,0,0,1,0,0,0,1,0,1,607,995,1107,120,248,183,40,12,13,111,17,18,85,196,6,5,12,10,24,1
laned101,0,0,25,2,0,0,0.418033,0.4,1949,1949,0,0,0,0,1,0,0,0,1,0,1,12,42,47,4,5,5,0,0,0,4,0,1,5,3,0,0,0,0,1,0
laneh101,0,0,7,4,1,0,0.364754,0.4,1924,1924,0,1,0,0,0,0,0,0,1,0,1,7,15,16,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
lanem101,45,1386,109,4,2,0,0.42623,0.4,1971,1976,0,0,0,0,1,0,0,0,1,0,1,90,179,210,23,37,28,5,1,3,17,2,0,28,42,1,0,2,1,4,0
langd102,0,0,103,217,13,18,0.405738,0.45,1938,1948,0,1,0,0,0,0,0,0,1,0,1,138,373,431,35,100,76,17,2,5,42,2,1,49,45,0,1,8,0,6,1
langr002,325,9567,851,17,5,11,0.590164,0.6,2002,2013,0,0,0,0,1,0,0,1,0,1,0,597,1250,1474,177,283,180,58,12,33,125,11,8,192,388,16,12,11,9,17,1
langs101,0,0,278,6,7,2,0.42623,0.45,1926,1928,0,0,0,0,1,0,0,1,0,0,1,131,495,539,61,136,101,22,8,5,57,3,8,26,42,0,4,14,0,0,0
lanih101,1059,28322,2041,3408,140,598,0.42623,0.55,1964,1973,0,0,0,0,0,0,1,0,1,0,1,1196,3703,3940,297,843,704,111,20,8,273,11,11,136,436,25,4,78,19,135,1
lankr001,1485,39309,3530,72,63,11,0.42623,0.4,1990,2004,0,0,0,0,1,0,0,1,0,1,0,1701,5747,6674,968,1561,913,356,54,238,874,258,117,828,1550,68,36,10,53,77,1
lansc001,1765,46342,2098,2847,153,311,0.487705,0.55,1978,1992,0,0,1,0,0,0,0,0,1,0,1,1862,7158,7905,1007,2074,1551,332,40,151,874,224,104,553,719,45,64,53,77,166,0
lansj101,7,200,80,4,1,10,0.610656,0.7,1982,1983,1,0,0,0,0,0,0,0,1,0,1,25,30,37,7,6,5,0,0,1,5,0,1,6,7,0,0,0,1,0,1
lansm001,1060,27781,2079,2880,93,644,0.405738,0.45,1993,2001,0,1,0,0,0,0,0,0,1,0,1,1110,4150,4551,554,1124,769,254,17,84,440,119,38,299,570,17,37,43,22,116,1
lapom001,246,6399,1838,112,14,162,0.569672,0.55,2009,2012,1,0,0,0,0,0,0,0,1,0,1,291,967,1068,106,230,144,53,2,31,120,3,0,82,223,2,10,0,9,21,0
lapor101,0,0,225,316,23,61,0.446721,0.4,1947,1948,0,0,0,0,0,0,1,0,1,0,1,143,433,475,60,115,104,10,0,1,30,9,4.5,35,34,0,1,6,0,1,1
larij001,35,960,172,36,4,22,0.508197,0.55,2008,2010,1,0,0,0,0,0,0,1,0,0,1,101,245,276,30,55,34,12,1,8,32,3,3,29,83,0,1,0,1,8,0
larkb001,2056,52719,3154,5864,235,1093,0.446721,0.45,1986,2004,0,0,0,0,0,0,1,0,1,0,1,2180,7937,9057,1329,2340,1625,441,76,198,960,379,77,939,817,66,55,59,67,178,1
larkg001,409,10696,2459,146,21,216,0.487705,0.6,1987,1993,1,0,0,0,0,0,0,0,0,0,1,758,2321,2670,275,618,443,131,12,32,266,23,17,268,278,31,38,16,27,56,0
larkn101,508,12850,3733,335,36,349,0.446721,0.45,1958,1963,1,0,0,0,0,0,0,1,0,1,0,667,1953,2229,227,538,394,97,15,32,271,3,5,211,165,19,16,23,26,53,1
larks001,1,18,6,0,0,0,0.467213,0.45,1998,1998,1,0,0,0,0,0,0,1,0,1,0,1,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
laroa002,317,8325,252,704,43,87,0.528689,0.45,2007,2013,0,0,1,0,0,0,0,0,1,0,1,404,1184,1336,133,267,186,53,6,22,113,8,3,121,208,8,15,11,5,38,1
larog001,23,639,22,37,8,3,0.446721,0.4,2000,2003,0,0,1,0,0,0,0,0,1,0,1,39,88,100,16,23,16,6,1,0,6,1,0,8,11,0,2,2,0,2,1
larov101,1,36,1,5,1,0,0.42623,0.4,1968,1968,0,1,0,0,0,0,0,0,1,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
larsb001,78,1979,81,130,11,17,0.54918,0.45,2001,2004,0,0,1,0,0,0,0,0,1,0,1,109,291,332,29,52,33,11,0,8,37,4,2,35,86,1,3,0,3,6,1
larss101,0,0,1,0,0,0,0.385246,0.4,1936,1936,0,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
larut101,40,1308,112,127,10,34,0.405738,0.45,1963,1973,0,1,0,0,0,0,0,0,1,0,1,132,176,203,15,35,28,5,2,0,7,0,0,23,37,1,1,1,2,2,1
laryl101,0,0,2496,3540,286,652,0.364754,0.45,1929,1940,0,0,0,0,0,0,1,0,1,0,1,1302,4603,5424,805,1239,898,247,56,38,526,162,50,705,470,0,25,91,0,6,1
lassd101,3,81,9,0,0,0,0.508197,0.6,1957,1957,0,0,0,0,1,0,0,0,1,0,1,4,13,14,2,2,1,0,1,0,0,0,0,1,3,0,0,0,0,2,1
lathc001,49,1561,143,3,3,1,0.487705,0.45,1997,2003,0,0,0,0,1,0,0,0,0,0,1,110,213,240,34,43,34,5,1,3,19,9,3,23,85,1,1,1,2,1,0
laurr001,157,4280,388,19,8,3,0.508197,0.4,2018,2019,0,0,0,0,1,0,0,0,1,0,1,171,590,657,106,170,99,41,1,29,86,20,3,43,173,0,13,1,10,7,0
lavac101,0,0,1364,1940,197,237,0.385246,0.45,1934,1947,0,0,1,0,0,0,0,0,1,0,1,1043,3509,4039,487,945,685,183,37,40,486,63,31.5,485,244,0,12,33,0,86,1
lavad101,0,0,1174,1753,188,277,0.307377,0.25,1913,1924,0,0,0,0,0,0,1,0,1,0,1,535,1813,1979,169,462,363,70,24,5,209,25,27,75,115,0,9,82,0,0,1
law-r001,564,15179,1446,27,21,10,0.364754,0.5,1978,1986,0,0,0,0,1,0,0,1,0,1,0,749,2421,2647,379,656,500,101,37,18,199,228,65,184,210,9,13,22,7,29,1
lawig101,0,0,6,0,0,0,0.42623,0.5,1946,1946,0,0,0,0,1,0,0,0,1,0,1,10,15,15,2,2,2,0,0,0,0,0,0,0,5,0,0,0,0,1,1
lawlt001,116,3589,244,320,13,61,0.385246,0.4,1982,1990,0,1,0,0,0,0,0,0,1,0,1,343,531,589,78,110,89,17,2,2,24,53,13,41,85,1,0,15,2,11,1
lawrb002,582,15301,616,1295,72,185,0.54918,0.45,2011,2016,0,0,1,0,0,0,0,0,1,0,1,588,2217,2417,266,578,382,112,13,71,253,41,19,153,487,5,27,8,12,28,0
lawrb101,0,0,39,2,0,1,0.483607,0.65,1932,1932,0,0,0,0,1,0,0,0,1,0,1,25,46,55,10,10,9,1,0,0,3,0,2,5,5,0,0,4,0,0,0
lawrj001,44,1207,73,131,7,20,0.467213,0.55,2002,2002,0,1,0,0,0,0,0,0,1,0,1,55,150,174,16,27,21,4,0,2,15,2,1,16,38,0,2,2,4,1,0
lawtm001,3,98,9,0,2,0,0.344262,0.5,1989,1989,0,0,0,0,1,0,0,0,0,0,1,10,14,14,1,3,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0
lawtm002,1191,31384,2595,59,42,19,0.42623,0.35,1995,2006,0,0,0,0,1,0,0,1,0,0,1,1334,4763,5570,756,1273,851,267,17,138,631,165,66,681,613,34,94,2,30,113,1
laydp101,0,0,69,3,2,0,0.446721,0.4,1948,1948,0,0,0,0,1,0,0,0,1,0,1,41,104,111,11,26,23,2,1,0,4,4,2,6,10,0,1,0,0,2,0
laynh101,0,0,73,131,9,9,0.385246,0.45,1941,1945,0,0,1,0,0,0,0,1,0,0,1,107,284,310,37,75,61,9,4,1,28,3,2,20,22,0,4,2,0,11,0
laynh102,0,0,0,0,1,0,0.364754,0.4,1927,1927,0,0,0,0,1,0,0,0,1,0,1,11,6,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
laytl101,0,0,38,1,2,0,0.364754,0.45,1948,1948,0,0,0,0,1,0,0,0,1,0,1,63,91,98,14,21,11,4,4,2,12,1,0.5,6,21,0,1,0,0,2,1
lazoj101,0,0,289,15,9,0,0.42623,0.3,1943,1946,0,0,0,0,1,0,0,1,0,0,1,224,596,644,57,157,117,30,4,6,62,9,8,43,53,0,0,5,0,9,0
lazzt101,0,0,3688,4944,314,873,0.385246,0.4,1926,1939,0,1,0,0,0,0,0,0,1,0,1,1740,6297,7303,986,1840,1213,334,115,178,1191,148,79.5,869,864,0,21,116,0,8,1
leacf101,0,0,2189,94,52,51,0.438525,0.4,1923,1932,0,0,0,0,1,0,0,1,0,0,1,991,3733,3996,543,1147,826,196,53,72,509,32,19,163,189,0,27,73,0,0,1
leacj001,1,39,1,0,0,0,0.508197,0.55,2001,2001,0,0,0,0,1,0,0,1,0,1,0,8,10,12,0,1,1,0,0,0,1,0,0,2,3,0,0,0,0,0,1
learf102,0,0,141,66,8,11,0.42623,0.45,1915,1920,0,1,0,0,0,0,0,0,1,0,1,71,163,185,20,39,32,3,2,2,18,2,3,16,26,0,2,4,0,0,1
leath101,0,0,15,21,7,0,0.311475,0.25,1920,1920,0,1,0,0,0,0,0,1,0,0,1,9,23,25,3,7,5,1,0,1,1,1,0,1,1,0,0,1,0,0,1
lebob101,0,0,371,33,28,4,0.405738,0.4,1919,1929,0,0,0,0,1,0,0,1,0,0,1,280,788,900,100,217,168,27,11,11,69,15,16,79,125,0,5,28,0,0,1
lecrm001,61,1659,553,16,7,53,0.610656,0.55,2000,2007,1,0,0,0,0,0,0,0,1,0,1,476,1388,1539,146,361,232,68,1,60,218,0,4,123,332,6,17,1,10,36,1
ledea001,170,4926,416,521,27,141,0.508197,0.55,1995,2000,1,0,0,0,0,0,0,0,1,0,1,284,754,813,94,223,179,38,4,2,76,11,8,44,111,3,6,6,3,26,1
leder001,467,12555,961,20,21,2,0.467213,0.55,1998,2007,0,0,0,0,1,0,0,1,0,1,0,855,2030,2307,290,494,294,120,17,63,318,29,15,244,495,18,10,4,19,44,1
lee-b001,3,99,7,0,0,0,0.446721,0.35,2018,2018,0,0,0,0,1,0,0,1,0,0,1,8,17,18,0,3,3,0,0,0,2,0,0,1,8,0,0,0,0,0,1
lee-c001,1994,50793,4987,294,63,195,0.795082,0.55,1999,2012,0,0,0,0,1,0,0,0,1,0,1,2099,7983,8786,1125,2273,1427,469,19,358,1363,125,47,655,984,60,47,3,98,206,1
lee-c101,0,0,1380,62,36,71,0.405738,0.5,1919,1926,0,0,0,0,1,0,0,0,1,0,1,521,1583,1718,216,475,322,87,28,38,216,14,12,104,186,0,1,30,0,0,1
lee-d001,8,226,15,0,0,0,0.508197,0.5,1993,1993,0,0,0,0,1,0,0,1,0,0,1,15,33,34,3,5,4,1,0,0,4,0,0,1,4,0,0,0,0,0,0
lee-d002,1816,48482,14910,1367,98,1442,0.672131,0.7,1997,2011,1,0,0,0,0,0,0,0,1,0,1,1942,6962,7963,1081,1959,1166,432,30,331,1078,104,48,874,1622,72,70,2,55,199,1
lee-d004,70,1866,554,28,2,68,0.713115,0.65,2016,2016,1,0,0,0,0,0,0,0,1,0,1,104,292,317,33,74,51,9,0,14,49,0,0,20,74,2,5,0,0,8,0
lee-d101,0,0,528,662,88,138,0.303279,0.3,1920,1926,0,0,0,0,0,0,1,1,0,0,1,253,732,852,80,163,134,20,9,0,60,12,8,88,70,0,6,26,0,0,0
lee-h101,0,0,1706,49,54,12,0.42623,0.4,1930,1936,0,0,0,0,1,0,0,0,1,0,1,752,2750,2997,316,755,538,144,40,33,323,15,7.5,203,225,0,9,35,0,56,1
lee-l101,375,9963,708,28,29,4,0.491803,0.45,1969,1976,0,0,0,0,1,0,0,1,0,0,1,614,1617,1769,173,404,277,83,13,31,152,19,14,133,315,19,6,3,10,37,1
lee-m001,774,20920,1444,2232,87,446,0.282787,0.35,1985,1995,0,0,0,0,0,0,1,0,0,0,1,922,2693,2960,304,686,559,88,20,19,249,31,20,201,531,5,4,43,19,67,1
lee-t001,6,135,36,7,0,1,0.569672,0.7,1990,1991,1,0,0,0,0,0,0,0,1,0,1,15,25,28,1,4,3,1,0,0,3,0,0,2,4,0,0,0,1,1,1
lee-t002,970,26364,8239,587,31,772,0.528689,0.6,1998,2006,1,0,0,0,0,0,0,1,0,1,0,1099,3740,4233,476,958,636,191,16,115,488,59,20,457,704,35,9,2,25,92,1
leekg101,65,1746,84,169,14,18,0.446721,0.45,1959,1962,0,0,1,0,0,0,0,0,1,0,1,77,249,263,23,55,36,12,1,6,25,0,1,9,67,0,2,3,0,8,0
leepd001,8,225,17,0,1,0,0.385246,0.4,1984,1985,0,0,0,0,1,0,0,1,0,1,0,19,40,41,2,3,3,0,0,0,4,0,0,1,4,0,0,0,0,0,0
lefea101,0,0,12,29,0,4,0.344262,0.35,1920,1920,0,1,0,0,0,0,0,0,1,0,1,17,27,27,5,4,3,0,1,0,0,0,0,0,13,0,0,0,0,0,1
lefej001,268,7625,496,109,14,10,0.385246,0.35,1980,1986,0,0,0,0,1,0,0,1,0,0,1,447,1091,1253,139,281,185,52,13,31,130,11,9,139,204,22,8,8,7,37,1
lefej101,799,21517,1608,2070,91,388,0.42623,0.45,1965,1972,0,1,0,0,0,0,0,0,0,0,1,922,3014,3417,313,756,538,126,18,74,404,8,15,322,447,52,13,39,29,64,1
leflr101,1031,26823,2521,89,86,18,0.508197,0.45,1974,1982,0,0,0,0,1,0,0,0,1,0,1,1099,4458,4872,731,1283,995,172,57,59,353,455,142,363,888,15,17,14,20,73,1
leflw101,0,0,2,0,0,0,0.352459,0.4,1924,1924,0,0,0,0,1,0,0,1,0,0,1,6,9,9,0,5,2,3,0,0,4,0,0,0,1,0,0,0,0,0,1
leggg001,3,114,7,17,1,4,0.446721,0.5,1986,1987,0,1,0,0,0,0,0,0,1,0,1,14,22,22,3,9,8,1,0,0,1,0,0,0,3,0,0,0,0,0,1
lehnp101,0,0,1266,35,24,17,0.344262,0.3,1946,1952,0,0,0,0,1,0,0,1,0,1,0,540,1768,1932,175,455,332,80,21,22,197,6,11,127,118,0,4,33,0,56,0
