retroID,POS,GS,InnOuts,PO,A,E,DP
ageet101,OF,137,3799,337,6,11,2
ageet101,OF,146,3957,374,4,13,3
ageet101,OF,159,4306,376,12,7,7
ageet101,OF,106,2814,265,7,6,0
aggah101,1B,20,543,208,14,3,15
aggah101,1B,109,3025,1064,89,12,101
agosj001,P,0,125,2,8,2,1
agosj001,P,0,14,1,0,1,0
agosj001,P,1,61,2,4,1,0
agosj001,P,0,18,0,0,0,0
agosj001,P,0,249,4,19,3,2
agosj001,P,0,277,11,18,0,1
agosj001,P,0,17,0,1,0,0
agosj001,P,0,82,3,10,1,1
agosj001,P,0,6,0,1,0,0
agosj001,P,0,181,10,15,1,0
agosj001,P,0,258,5,17,2,2
agosj001,P,0,275,12,34,2,0
agosj001,P,0,166,7,16,1,5
agosj001,P,0,95,0,12,0,1
agosj001,P,1,55,1,3,0,0
agual001,2B,2,48,6,7,0,3
agual001,SS,49,1360,81,154,7,29
agual001,SS,4,159,8,23,3,3
agual001,3B,12,385,9,29,2,1
agual001,2B,9,229,17,28,0,7
agual001,SS,1,65,3,9,0,1
agual001,3B,0,54,2,4,0,0
agual001,2B,12,311,41,35,3,9
agual001,2B,11,317,21,36,2,3
agual001,3B,3,126,4,16,0,1
agual001,SS,36,1052,61,117,8,21
agual001,2B,16,516,32,57,3,10
agual001,SS,1,102,4,9,2,2
agual001,SS,14,383,25,33,2,9
agual001,3B,0,3,0,0,0,0
agual001,3B,0,15,0,2,0,1
agual001,3B,6,176,9,13,4,1
agual001,SS,17,464,32,55,3,12
agual001,2B,7,233,14,21,2,3
agual001,3B,0,18,1,2,0,0
agual001,3B,29,744,20,54,3,4
agual001,2B,3,192,27,25,1,5
agual001,2B,3,78,4,16,0,1
agual001,SS,1,75,2,6,1,1
agual001,3B,4,161,1,19,2,1
agual001,SS,3,93,3,8,1,1
agual001,SS,7,260,12,28,1,6
agual001,2B,13,357,27,33,4,8
agual001,SS,1,39,3,0,0,0
agual001,2B,4,166,14,28,0,5
aguic001,OF,2,78,5,1,0,0
aguic001,OF,7,267,19,1,2,0
aguic001,OF,18,545,39,2,0,0
aguic001,OF,12,433,40,1,0,0
aguij001,1B,4,108,26,3,0,1
aguij001,3B,2,40,1,3,0,0
aguij001,1B,9,216,71,4,2,4
aguij001,3B,0,6,0,0,0,0
aguij001,1B,119,3156,894,86,4,92
aguij001,3B,0,3,0,0,0,0
aguij001,1B,52,1515,455,44,6,65
aguij001,1B,1,48,18,0,0,2
aguir001,P,0,205,5,13,0,1
aguir001,P,17,345,7,29,2,1
aguir001,P,0,217,12,8,0,0
aguir001,P,0,200,2,5,0,0
aguir001,P,0,208,2,8,1,0
aguir001,P,0,223,3,9,0,2
aguir001,P,0,143,6,7,0,0
aguir001,P,11,227,4,13,0,2
aguir001,P,19,367,8,16,0,1
aguir001,P,0,75,2,2,0,0
aguir001,P,0,91,0,6,0,0
aguir001,P,20,425,13,26,0,1
aguir001,P,0,134,4,9,0,0
aguir001,P,19,334,13,5,2,0
aguir001,P,0,139,4,6,0,1
aguir001,P,0,64,2,1,0,0
aguir001,P,0,196,2,4,0,0
aguir001,P,3,74,3,5,0,0
aguir001,P,0,207,7,5,0,0
aguih101,P,1,61,2,2,1,1
aguih101,P,14,310,2,13,4,0
aguih101,P,0,8,0,1,0,1
aguih101,P,1,37,1,0,0,0
aguih101,P,0,42,0,2,3,0
aguih101,P,27,485,8,12,4,2
aguih101,P,1,124,3,7,1,0
aguih101,P,22,648,7,22,3,0
aguih101,P,0,117,0,4,2,0
aguih101,P,0,135,1,13,0,0
aguih101,P,6,284,2,7,1,0
aguih101,P,3,209,3,14,0,1
aguih101,P,33,677,7,23,1,1
aguih101,P,9,196,3,8,2,0
aguih101,P,0,166,1,7,2,0
aguih101,P,32,625,8,32,4,0
aheap001,P,3,30,3,1,0,0
ahmen001,SS,41,1145,44,140,5,29
ahmen001,2B,1,33,2,5,0,2
ahmen001,SS,135,3719,165,432,9,98
ahmen001,SS,116,3127,190,368,13,84
ahmen001,SS,80,2164,111,273,10,61
ahmen001,SS,17,469,25,40,2,11
aikew001,1B,55,1478,462,31,2,49
aikew001,1B,122,3173,1048,75,7,95
aikew001,1B,96,2563,844,56,7,79
aikew001,1B,1,33,12,1,0,1
aikew001,1B,12,297,94,8,3,10
aikew001,1B,109,2595,884,64,11,101
aikew001,1B,137,3264,1081,65,12,95
aingd101,2B,86,2213,198,261,11,67
aingd101,2B,1,27,2,3,0,1
aingd101,2B,2,45,1,5,0,0
aingd101,OF,28,707,67,3,1,2
aingd101,SS,5,97,6,8,1,1
aingd101,OF,1,59,8,0,0,0
aingd101,3B,64,1774,73,133,11,19
aingd101,3B,1,51,0,6,0,0
ainse101,1B,0,0,3,0,0,0
ainse101,1B,0,0,8,0,0,0
ainsk001,P,7,92,2,2,0,1
ainsk001,P,11,198,4,6,0,0
ainsk001,P,0,7,1,0,0,0
ainsk001,P,4,77,1,8,0,0
ainsk001,P,0,6,0,0,0,0
akerd001,P,0,16,1,1,0,0
akerd001,P,0,33,0,2,0,0
akerd001,P,0,149,2,12,1,0
akerd001,P,13,224,0,11,1,1
akerd001,P,0,279,2,14,1,0
akerj102,P,0,191,6,17,1,3
akerj102,P,0,50,3,4,0,2
akerj102,P,0,18,3,2,0,1
akerj102,P,0,201,2,18,1,3
akerj102,P,0,198,11,14,0,2
akerj102,P,0,124,0,4,0,0
akerj102,P,0,50,2,4,1,1
akerj102,P,0,339,9,32,0,1
akerj102,P,0,168,10,12,3,0
akerj102,P,0,224,2,14,1,1
akerj102,P,0,264,7,19,0,3
akerj102,P,0,210,4,11,1,0
akerj102,P,0,154,4,11,0,2
akerj102,P,0,49,2,5,0,1
akerb101,SS,0,0,6,9,3,3
akerb101,2B,0,0,5,2,0,0
akerb101,SS,0,0,44,42,6,8
akerb101,2B,0,0,2,0,1,0
akerb101,SS,0,0,43,57,7,13
akerb101,SS,0,0,97,155,15,38
akerb101,3B,0,0,22,29,5,5
akerb101,3B,0,0,16,35,4,1
albag001,P,0,10,0,0,0,0
albaj001,P,0,9,0,0,0,0
albaj001,P,0,43,0,1,0,0
albaj001,P,0,103,1,7,0,0
albaj001,P,0,41,0,0,0,0
albaj001,P,0,34,0,2,0,0
albaj101,P,0,18,0,2,0,0
albea001,P,10,180,4,9,0,1
albea001,P,6,123,1,5,0,0
albea001,P,0,8,0,0,0,0
albea001,P,2,51,1,3,0,1
albeh001,SS,6,178,13,33,0,10
albeh001,3B,4,135,1,14,0,1
albeh001,2B,3,99,8,9,1,2
albeh001,SS,3,102,4,13,0,3
albeh001,3B,2,77,2,3,0,0
albeh001,2B,21,570,40,73,2,14
albeh001,1B,1,40,13,1,0,2
albeh001,SS,3,90,7,10,1,3
albeh001,3B,1,36,0,2,0,0
albeh001,2B,3,75,6,8,0,3
albej001,P,1,28,1,2,0,0
albej001,P,0,62,2,4,0,0
albej001,P,4,85,3,5,1,1
albem001,P,0,30,0,0,0,0
albem001,P,0,201,4,6,0,0
albem001,P,0,189,4,11,1,1
albem001,P,0,118,1,7,0,1
albem001,P,2,45,4,4,0,1
albem001,P,0,183,1,5,0,0
albem001,P,0,194,1,8,1,0
albem001,P,0,112,3,8,1,1
albem001,P,3,147,5,6,0,0
albem001,P,0,103,1,3,0,0
albem001,P,0,63,0,1,1,0
albem001,P,0,227,6,15,1,3
albem001,P,1,154,2,8,2,2
albem001,P,18,332,7,13,1,2
albio001,2B,151,4085,248,389,10,94
albio001,2B,57,1492,92,140,3,34
alboe101,P,0,0,2,7,0,1
alboe101,P,0,0,0,4,0,0
albre101,P,0,0,0,1,0,0
albre101,P,0,0,0,1,0,0
albrj101,SS,0,0,48,85,8,15
albua001,P,0,130,3,3,0,0
albua001,P,0,40,0,2,0,0
albua001,P,0,6,0,0,0,0
albua001,P,0,30,2,3,0,0
albua001,P,0,24,0,4,0,0
albua001,P,0,147,4,2,1,0
albua001,P,0,186,5,9,0,2
albua001,P,0,172,4,5,0,1
albuv101,P,0,70,0,0,0,0
albuv101,P,22,492,5,20,0,4
albuv101,P,15,405,4,24,2,3
albuv101,P,0,151,1,8,0,0
alcas101,P,2,47,0,3,0,0
alcas101,P,21,396,8,17,1,0
alcas101,P,10,305,8,8,0,0
alcaa001,OF,48,1263,111,3,5,0
alcaa001,OF,0,30,5,0,0,0
alcaa001,2B,6,165,9,17,3,2
alcaa001,2B,21,626,31,63,1,9
alcaa001,3B,0,28,0,2,0,1
alcaa001,OF,4,197,23,1,0,0
alcaa001,SS,1,64,2,9,0,1
alcaa001,2B,3,80,6,5,0,1
alcaa001,2B,6,171,14,18,1,2
alcaa001,3B,1,30,1,1,0,0
alcaa001,SS,1,30,1,4,0,0
alcai001,OF,6,168,8,1,1,0
alcai001,1B,3,60,17,2,1,1
alcai001,1B,1,39,13,0,1,1
alcai001,1B,0,21,9,0,0,1
alcai001,OF,3,113,8,0,1,0
alcai001,OF,5,126,7,0,0,0
alcar001,P,4,72,0,1,1,0
alcar001,P,5,67,0,2,0,0
alcas001,P,6,102,2,3,0,0
alcas001,P,0,25,0,2,1,2
alcav001,P,0,22,0,1,0,0
alcav001,P,0,90,1,1,0,0
alcal101,SS,1,12,1,1,0,0
alcal101,2B,17,460,44,51,1,18
alcal101,2B,29,816,65,68,1,12
alcal101,3B,2,56,2,4,0,0
alcal101,SS,0,3,0,0,1,0
alcal101,3B,13,315,12,24,4,1
alcal101,2B,16,457,45,47,2,8
alcal101,2B,18,475,40,45,1,5
alded101,P,0,0,2,7,0,1
alded101,P,0,0,0,4,0,0
aldrm001,OF,2,74,7,1,0,0
aldrm001,OF,21,650,47,2,1,0
aldrm001,OF,1,24,7,0,0,0
aldrm001,1B,0,6,1,0,0,0
aldrm001,1B,19,530,187,15,1,20
aldrm001,1B,33,937,313,22,2,31
aldrm001,1B,7,195,62,7,0,8
aldrm001,OF,14,333,21,1,0,0
aldrm001,OF,9,210,16,0,1,0
aldrm001,1B,3,111,38,0,0,4
aldrm001,1B,52,1311,370,28,2,39
aldrm001,OF,15,401,37,0,0,0
aldrm001,OF,93,2512,211,5,4,1
aldrm001,1B,4,156,61,3,0,2
aldrm001,P,0,3,0,0,0,0
aldrm001,OF,6,136,7,0,0,0
aldrm001,1B,20,552,171,14,1,15
aldrm001,OF,18,561,36,0,0,0
aldrm001,OF,71,1747,141,3,2,1
aldrm001,1B,19,563,175,10,2,16
aldrm001,1B,0,3,0,0,0,0
aldrm001,OF,28,689,43,1,1,0
aldrm001,1B,11,310,109,8,0,16
aldrm001,OF,27,694,51,4,1,0
aldrm001,1B,27,809,274,35,0,34
aldrm001,OF,2,84,3,0,1,0
aldrs001,P,15,232,2,9,0,0
aldrs001,P,0,20,0,1,0,0
aldrs001,P,0,16,0,1,0,0
aldrs001,P,0,73,0,2,0,0
aldrs001,P,0,97,2,6,0,0
aldrs001,P,17,366,4,13,1,2
aldrs001,P,3,43,0,2,0,0
aldrs001,P,13,195,5,10,0,1
aldrs001,P,8,130,1,3,2,0
aldrs001,P,11,172,3,8,0,0
aldrs001,P,0,94,3,7,0,2
aldrs001,P,0,61,1,2,0,0
aldrc001,OF,1,36,2,0,0,0
aldrc001,OF,3,87,5,0,0,0
aldrj001,P,0,78,4,4,0,1
aldrj001,P,0,37,0,1,1,0
aldrj001,P,0,175,6,5,1,0
aldrj001,P,0,36,2,1,0,0
aldrv101,P,0,0,6,46,0,3
aldrv101,P,0,0,5,35,0,2
aldrv101,P,0,0,4,24,0,2
aldrv101,P,0,0,0,42,3,3
aldrv101,P,0,0,3,68,4,2
aldrv101,P,0,0,2,34,1,2
aldrv101,P,0,0,4,59,1,3
alenc101,1B,0,0,15,0,0,0
alenc101,SS,0,0,0,2,0,0
alenc101,1B,0,0,34,4,1,4
alenc101,3B,0,0,2,6,3,0
alenc101,2B,0,0,2,5,0,2
alenc101,3B,0,0,41,59,5,5
alenc101,3B,0,0,41,77,3,6
alenc101,OF,0,0,2,0,0,0
alexb101,P,0,12,0,0,0,0
alexb101,P,0,21,0,0,0,0
alexd101,1B,0,0,1197,53,16,97
alexd101,1B,0,0,1051,67,9,93
alexd101,OF,0,0,8,0,0,0
alexd101,1B,0,0,4,0,0,0
alexd101,1B,0,0,1338,71,22,132
alexd101,1B,0,0,1443,90,18,129
alexd101,1B,0,0,728,47,6,51
alexd001,P,11,200,3,9,1,1
alexd001,P,33,669,23,32,1,1
alexd001,P,36,782,28,32,1,4
alexd001,P,17,352,8,14,1,2
alexd001,P,28,573,17,36,4,1
alexd001,P,6,193,6,16,0,1
alexd001,P,12,276,5,12,1,0
alexd001,P,34,711,17,46,4,4
alexd001,P,9,318,14,23,2,1
alexd001,P,17,333,6,11,2,0
alexd001,P,35,695,16,49,4,4
alexd001,P,35,785,18,33,2,4
alexd001,P,11,400,14,29,2,1
alexd001,P,19,410,5,14,0,0
alexd001,P,12,343,13,30,2,5
alexd001,P,15,350,11,17,1,1
alexd001,P,18,340,12,23,0,1
alexd001,P,11,265,4,14,0,1
alexd001,P,16,353,6,10,0,1
alexd001,P,24,457,9,16,0,1
alexd001,P,26,524,15,34,2,1
alexd001,P,34,687,12,19,2,1
alexd001,P,5,85,2,2,0,0
alexg101,OF,1,24,0,0,0,0
alexg101,1B,0,3,0,0,0,0
alexg101,1B,6,147,52,2,2,4
alexg101,OF,1,24,0,0,0,0
alexg101,OF,7,150,12,4,1,0
alexg101,OF,1,32,3,0,0,0
alexg101,OF,6,120,16,0,0,0
alexg001,P,0,5,1,0,0,0
alexg001,P,9,268,5,14,0,2
alexg001,P,2,21,1,0,0,1
alexh101,OF,0,0,2,0,1,0
alexm101,OF,2,94,8,1,0,0
alexm101,OF,0,25,1,0,0,0
alexm101,OF,2,39,2,0,0,0
alexm101,OF,0,66,8,0,0,0
alexm101,3B,13,375,12,23,3,3
alexm101,2B,0,12,0,1,0,0
alexm101,OF,1,84,7,0,0,0
alexm101,3B,0,15,0,0,0,0
alexm101,2B,0,9,0,2,1,1
alexm101,OF,4,230,23,0,0,0
alexm101,SS,12,0,0,0,0,0
alexm101,OF,2,236,20,0,0,0
alexm101,3B,0,6,0,0,0,0
alexm101,2B,0,27,1,2,0,0
alexm101,2B,0,3,0,0,0,0
alexm101,OF,1,33,6,0,0,0
alexm101,SS,0,6,0,0,0,0
alexm001,3B,0,18,1,0,1,0
alexm001,2B,64,1692,136,165,9,48
alexm001,3B,7,225,8,17,3,0
alexm001,2B,3,81,7,4,0,1
alexm001,SS,6,267,14,33,3,6
alexm001,P,0,2,0,0,0,0
alexm001,OF,2,45,2,1,1,0
alexm001,3B,5,129,3,9,1,1
alexm001,3B,38,1165,39,79,7,5
alexm001,2B,2,78,5,7,0,1
alexm001,SS,26,802,37,71,4,15
alexm001,SS,16,445,27,54,1,9
alexm001,OF,0,9,0,0,0,0
alexm001,2B,7,191,21,17,3,4
alexm001,SS,0,45,2,5,0,1
alexm001,SS,9,282,16,33,0,7
alexm001,OF,0,1,1,0,0,0
alexm001,SS,0,39,3,3,0,1
alexm001,3B,2,63,2,2,1,0
alexm001,2B,1,66,2,9,1,0
alexm001,SS,3,93,4,10,1,1
alexm001,2B,16,490,43,51,2,11
alexm001,1B,0,0,0,0,0,0
alexm001,3B,13,364,8,18,1,1
alexm001,2B,1,60,1,4,0,0
alexm001,2B,19,511,28,64,2,17
alexm001,3B,1,24,0,1,0,0
alexm001,SS,19,503,31,65,2,10
alexm001,2B,4,102,8,8,0,1
alexm001,3B,0,100,2,7,1,1
alexm001,SS,28,679,30,83,7,11
alexm001,SS,9,225,12,27,1,8
alexm001,3B,0,3,0,0,0,0
alexm001,SS,2,81,6,11,1,1
alexg102,P,0,0,11,90,1,6
alexg102,P,0,0,4,53,2,2
alexg102,P,0,0,7,45,0,4
alexg102,P,0,0,8,105,2,2
alexg102,P,0,0,11,60,2,4
alexg102,P,0,0,1,1,0,0
alexg102,P,0,0,6,85,0,2
alexg102,P,0,0,9,69,0,5
alexg102,P,0,0,1,19,0,0
alexg102,P,0,0,4,57,0,3
alexg102,P,0,0,5,38,1,2
alexg102,P,0,0,8,66,0,1
alexg102,P,0,0,2,39,2,1
alexs001,P,0,207,6,7,2,0
alexs001,P,0,57,1,2,1,1
alexs001,P,1,198,1,16,0,2
alexs001,P,0,18,1,1,0,0
alfaj001,SS,2,50,2,3,0,1
alfaj002,3B,0,3,0,0,0,0
alfaj002,1B,1,28,8,2,0,1
alfoa001,P,0,233,5,14,0,2
alfoa001,P,0,185,6,8,0,1
alfoa001,P,0,149,1,4,0,0
alfoa001,P,0,48,1,3,0,0
alfoa001,P,0,77,1,3,0,0
alfoa001,P,0,210,1,14,1,1
alfoa001,P,0,223,4,13,1,1
alfoa001,P,0,82,3,4,0,2
alfoa001,P,0,199,2,8,1,0
alfoa001,P,0,221,3,7,0,0
alfoa001,P,0,212,4,6,1,1
alfoe001,3B,57,1464,40,111,6,9
alfoe001,2B,12,297,14,31,0,4
alfoe001,2B,6,149,11,14,0,3
alfoe001,2B,56,1548,122,174,8,42
alfoe001,3B,133,3429,79,233,11,17
alfoe001,2B,119,3079,211,301,7,61
alfoe001,2B,158,4142,298,409,5,98
alfoe001,SS,3,82,5,9,0,3
alfoe001,SS,4,147,12,15,0,3
alfoe001,3B,131,3462,95,278,12,22
alfoe001,3B,92,2439,76,158,8,10
alfoe001,3B,127,3351,82,269,12,29
alfoe001,2B,1,46,4,6,0,0
alfoe001,2B,19,573,36,51,1,7
alfoe001,2B,2,37,4,4,0,2
alfoe001,3B,21,649,17,50,3,5
alfoe001,1B,0,9,0,1,0,0
alfoe001,3B,10,302,5,20,0,1
alfoe001,SS,8,255,7,22,0,5
alfoe001,SS,0,3,0,0,0,0
alfoe001,3B,136,3696,117,248,9,20
alfoe001,2B,5,126,5,10,2,2
alfoe001,3B,122,3244,88,246,12,20
alfoe001,2B,145,3722,316,362,10,84
alfoa002,OF,6,174,14,0,0,0
alfoa002,OF,2,60,4,0,0,0
alicl001,2B,30,830,60,87,3,19
alicl001,2B,48,1237,124,149,4,38
alicl001,2B,6,184,17,22,0,3
alicl001,2B,77,2210,206,240,14,52
alicl001,OF,0,42,2,0,0,0
alicl001,2B,130,3452,254,429,16,103
alicl001,SS,0,3,1,1,0,1
alicl001,2B,123,3149,247,318,13,85
alicl001,OF,0,9,0,0,0,0
alicl001,2B,58,1561,105,194,13,47
alicl001,SS,3,81,6,6,3,2
alicl001,SS,0,18,1,3,0,0
alicl001,2B,71,1907,130,227,4,36
alicl001,3B,15,414,12,24,1,3
alicl001,3B,8,255,5,19,1,1
alicl001,3B,5,127,5,7,5,1
alicl001,3B,0,9,1,0,0,0
alicl001,2B,37,1026,81,111,6,26
alicl001,3B,16,472,15,32,3,1
alicl001,OF,1,18,1,0,0,0
alicl001,2B,104,2862,241,288,24,70
alicl001,2B,87,2336,202,280,11,61
alicl001,3B,0,9,0,0,0,0
alicl001,SS,0,1,0,0,0,0
alicl001,1B,0,15,8,0,0,0
alicl001,3B,20,578,8,39,6,1
alicl001,OF,3,87,8,1,0,0
alicl001,OF,0,3,0,0,0,0
alicl001,3B,6,171,6,13,2,3
alicl001,2B,23,606,56,90,2,21
alicl001,2B,100,2670,218,268,11,58
allaa001,1B,0,21,8,0,0,0
allaa001,1B,0,12,7,0,0,2
allab101,P,7,144,4,6,1,1
allab101,P,2,43,0,1,1,0
allab101,P,4,100,3,5,0,0
allak001,P,1,24,1,0,0,0
alleb105,2B,8,213,18,19,0,6
alleb105,3B,1,27,0,3,0,0
alleb105,2B,110,3054,236,256,12,65
alleb105,2B,93,2509,263,271,5,63
alleb105,3B,32,786,31,57,5,6
alleb105,3B,3,96,0,1,0,0
alleb105,3B,0,18,0,2,0,1
alleb105,2B,86,2302,191,214,11,46
alleb105,2B,24,651,54,69,5,10
alleb105,2B,69,1850,161,173,7,40
alleb105,3B,39,972,25,85,7,9
alleb105,2B,158,4231,357,394,13,109
alleb105,3B,9,261,7,29,0,2
alleb105,3B,7,183,4,14,1,1
alleb105,2B,66,1566,169,175,11,47
alleb105,2B,62,1804,177,200,4,57
alleb105,3B,3,108,4,5,1,0
alleb105,2B,18,462,50,47,2,17
alleb105,2B,13,312,30,35,1,7
alleb105,2B,102,2493,239,281,14,70
alleb105,2B,7,180,15,17,1,2
alleb104,OF,0,0,8,0,1,0
alleb102,P,0,0,0,0,2,0
alleb101,P,0,245,4,14,0,0
alleb101,P,0,168,2,9,1,2
alleb101,P,0,163,4,10,0,0
alleb101,P,0,92,4,6,2,1
alleb101,P,0,154,2,12,1,1
alleb001,1B,40,1066,334,19,4,24
alleb001,OF,3,69,4,0,0,0
alleb001,1B,2,60,25,2,0,1
alleb001,1B,2,52,14,0,0,2
alleb001,OF,14,311,27,0,0,0
alleb001,1B,9,255,77,5,0,9
alleb001,1B,29,764,260,11,2,23
allec001,OF,4,135,13,1,0,0
allec001,OF,26,686,57,3,2,0
allec001,OF,1,27,1,0,0,0
allec001,OF,129,3345,267,9,7,3
allec001,OF,11,285,14,0,0,0
allec001,OF,15,378,26,2,0,2
allec001,OF,3,87,4,0,0,0
allec002,P,0,211,0,5,3,0
allec002,P,0,208,2,4,0,0
allec002,P,0,204,3,6,0,1
allec002,P,0,202,1,7,0,0
allec002,P,0,87,3,2,0,0
allec002,P,0,209,2,2,0,0
allec002,P,0,201,3,6,0,1
alled101,3B,0,3,0,0,0,0
alled101,3B,2,48,1,2,0,0
alled101,1B,67,1662,597,43,4,55
alled101,2B,0,33,4,3,0,0
alled101,1B,83,2045,671,44,8,71
alled101,3B,162,4257,154,325,41,30
alled101,1B,139,3603,1234,67,7,94
alled101,OF,5,153,10,0,2,0
alled101,1B,112,2756,900,70,18,79
alled101,3B,160,4294,129,305,26,29
alled101,1B,28,702,258,13,2,26
alled101,2B,0,3,0,1,1,0
alled101,1B,121,3009,998,49,15,112
alled101,3B,65,1686,36,133,15,12
alled101,OF,46,1122,65,2,5,0
alled101,1B,117,3064,1024,54,16,100
alled101,3B,7,215,7,15,6,4
alled101,OF,136,3536,208,5,6,0
alled101,3B,91,2419,81,180,9,15
alled101,SS,0,4,0,0,0,0
alled101,OF,59,1488,88,5,4,0
alled101,OF,3,84,5,1,2,0
alled101,3B,38,993,27,67,11,3
alled101,3B,121,3256,95,249,35,23
alled101,1B,78,2058,676,41,5,67
alled101,2B,0,1,0,0,0,0
alled101,1B,50,1161,389,37,7,36
alled101,SS,0,7,1,0,0,0
alled001,1B,0,3,0,0,0,0
alled001,OF,2,42,2,0,0,0
alled001,1B,2,135,45,1,0,5
alled001,OF,1,12,1,0,0,0
alled001,3B,0,6,1,0,0,0
allee101,OF,0,0,44,1,2,0
allee101,OF,0,0,348,12,7,4
allee101,OF,0,0,9,0,0,0
allee101,OF,0,0,393,12,5,2
allee101,OF,0,0,11,0,0,0
allee101,OF,0,0,250,6,3,3
allee101,OF,0,0,179,8,3,1
allee101,OF,0,0,412,26,9,6
allee101,OF,0,0,186,8,4,1
allee101,OF,0,0,151,2,4,1
allee101,OF,0,0,337,19,8,3
allee101,OF,0,0,191,2,4,2
allee101,OF,0,0,122,6,2,0
allee101,OF,0,0,31,0,1,0
allee101,OF,0,0,82,1,4,0
alleg001,3B,1,33,3,2,0,1
alleg001,3B,0,21,1,2,0,1
alleg002,OF,69,1979,184,2,1,1
alleg002,OF,5,327,26,0,0,0
alleh104,OF,2,93,5,0,0,0
alleh104,1B,4,112,35,3,1,1
alleh104,2B,0,3,1,0,0,0
alleh104,OF,9,246,22,0,2,0
alleh104,3B,2,99,1,9,0,0
alleh104,OF,63,1960,148,1,3,1
alleh104,3B,6,153,4,15,2,5
alleh104,2B,0,21,2,0,1,0
alleh104,2B,7,195,26,11,0,3
alleh104,3B,5,218,8,30,5,3
alleh104,OF,13,408,17,0,2,0
alleh104,1B,3,78,25,1,0,2
alleh104,OF,8,288,17,1,0,0
alleh104,3B,5,114,6,8,0,1
alleh104,OF,51,1576,120,6,9,2
alleh104,OF,11,255,19,2,0,0
alleh104,2B,0,33,4,8,0,2
alleh101,OF,0,0,2,1,0,0
allej101,3B,77,2039,55,155,9,16
allej001,OF,55,1505,139,4,3,1
allej001,OF,94,2513,189,5,4,1
allej001,OF,13,500,47,1,0,1
allej001,OF,61,1662,145,4,3,2
allej001,OF,18,522,54,0,1,0
allej001,OF,12,400,22,0,0,0
allej102,P,0,0,10,29,1,0
allej102,P,0,0,0,13,0,0
allej102,P,0,0,3,25,0,3
allej102,P,0,0,2,11,0,1
allej102,P,0,0,6,8,0,0
allej102,P,0,0,3,12,2,1
allej102,P,0,0,7,5,2,0
allej102,P,0,0,14,43,2,3
allej102,P,0,0,8,21,0,2
allej102,P,0,0,9,33,1,1
allej102,P,0,0,7,37,1,1
allej102,P,0,0,17,36,5,7
allej102,P,0,0,1,12,0,2
allej102,P,0,0,9,50,2,1
allej102,P,0,0,8,31,5,2
allek101,SS,0,9,0,0,0,0
allek101,OF,2,74,3,0,0,0
allek101,2B,0,12,0,0,0,0
allek101,OF,0,6,1,0,0,0
allek101,2B,12,313,23,42,2,8
allel101,P,5,123,3,10,2,1
allel101,P,0,66,0,1,0,0
allel101,P,2,21,1,0,0,0
allel101,P,2,72,2,2,0,1
allel101,P,0,26,0,1,0,0
allel101,P,2,16,0,1,0,1
allel101,P,1,282,5,17,1,0
allel101,P,1,30,1,4,0,0
allel101,P,6,255,3,10,0,2
allel001,OF,1,48,4,0,0,0
allen001,P,0,9,2,0,0,0
allen001,P,10,149,6,5,1,1
allen001,P,0,200,4,13,0,1
allen001,P,1,74,1,2,0,0
allen001,P,4,162,5,6,0,0
allen001,P,0,88,3,3,0,0
allen001,P,1,87,2,5,0,0
allen001,P,5,297,9,14,1,1
allen001,P,0,194,1,8,1,1
allen001,P,18,365,12,14,0,0
allen001,P,2,352,6,8,0,0
allen001,P,0,292,4,10,1,0
allen001,P,17,339,15,10,0,0
allen001,P,1,357,5,22,0,0
aller101,1B,2,78,29,1,1,1
aller001,OF,2,51,5,0,0,0
aller001,OF,0,6,2,0,0,0
alleg101,2B,6,171,13,30,0,4
alleg101,3B,4,106,1,7,1,0
alleg101,2B,47,1248,109,147,6,39
alleg101,3B,1,45,1,1,0,0
alleg101,SS,105,2763,202,381,15,84
alleg101,2B,23,619,47,81,1,11
alleg101,SS,101,2754,162,394,15,86
alleg101,SS,20,522,36,66,5,17
alleg101,SS,144,3871,257,500,26,105
alleg101,SS,38,1030,76,129,4,20
alleg101,SS,141,3743,235,472,15,128
alleg101,3B,0,27,0,1,0,0
alleg101,SS,4,117,10,14,2,4
alleg101,3B,5,150,5,13,1,2
alleg101,2B,3,83,5,8,0,1
alleg101,SS,98,2664,181,339,16,88
alleg101,3B,0,15,1,2,0,2
alleg101,2B,0,12,1,0,0,0
alleg101,2B,36,977,80,140,8,34
alleg101,3B,0,6,0,0,0,0
alleg101,SS,102,2803,163,376,18,79
alleg101,3B,5,179,7,12,0,3
alleg101,3B,0,15,0,1,0,0
alleg101,SS,58,1517,100,211,11,43
alleg101,SS,97,2646,187,316,22,55
allig101,3B,18,456,19,35,3,0
allig101,SS,92,2399,192,260,23,59
allib103,OF,142,3829,287,10,7,1
allib103,OF,141,3812,300,14,8,3
allib103,1B,16,371,117,4,2,9
allib103,OF,110,2757,166,4,6,0
allib103,1B,1,39,16,1,0,1
allib103,1B,7,117,36,4,2,2
allib103,OF,47,1250,86,3,3,0
allib103,OF,10,252,24,0,0,0
allib103,OF,53,1290,91,2,0,1
allib103,1B,0,21,5,1,0,0
allib103,OF,147,3856,333,8,9,1
allib103,OF,117,3146,231,11,7,4
allib103,OF,144,3457,220,6,5,0
allib103,OF,45,1291,114,3,1,1
allib103,1B,90,2383,715,55,11,63
allib103,OF,9,261,18,0,0,0
allib103,1B,17,453,150,12,2,14
